"id";"name"
2834;"casting agent"
314;"casting assistant"
1266;"casting associate"
335;"casting consultant"
1724;"casting consultant (for elliot martin productions)"
527;"casting director"
2199;"casting director (adult)"
2198;"casting director (children)"
1599;"casting director at mtc"
2768;"casting- new york"
1607;"cellist"
194;"cello"
1460;"cello (1)"
1310;"cello (principal)"
1403;"cello 1"
1399;"cello 2"
2058;"cello and accordion"
1348;"cello i"
1353;"cello ii"
1681;"cello/erhu"
1556;"chicago casting"
639;"choral assistant to mr. allers"
167;"choral director"
25;"choreographer"
2927;"choreographer & music director"
231;"choreographer (""casanova"")"
985;"choreographer (act i - ""pierrot lunaire"")"
982;"choreographer (act ii - songs of a wayfarer)"
984;"choreographer (act iii - ""the lesson"")"
161;"choreographer (additional choreography)"
276;"choreographer (ballet choreography)"
1297;"choreographer (ballroom choreography)"
575;"choreographer (co-choreographer)"
2567;"choreographer (dances)"
975;"choreographer (doctored)"
2417;"choreographer (horse choreography)"
1323;"choreographer (ice choreography)"
1492;"choreographer (in the style of bob fosse)"
2087;"choreographer (irish dance choreography)"
2570;"choreographer (movement director)"
2467;"choreographer (movement)"
76;"choreographer (musical staging)"
537;"choreographer (original choreography)"
1620;"choreographer (original principal irish dance choregraphy)"
1572;"choreographer (original)"
1942;"choreographer (recreation - fosse)"
1940;"choreographer (recreation - robbins)"
482;"choreographer (recreation)"
1034;"choreographer (rope choreography)"
884;"choreographer (supervision)"
320;"choreographer (tap choreography)"
1750;"choreographic consultant"
2677;"choreography"
2970;"choreography and musical staging"
2939;"choreography/musical staging"
629;"chorus captain"
1616;"chorus master"
939;"circle in the square advertising"
1362;"circle in the square assoc. managing director for operations"
1099;"circle in the square casting"
1097;"circle in the square company manager"
1143;"circle in the square director of development"
1144;"circle in the square director of marketing"
1464;"circle in the square director of marketing and developement"
1463;"circle in the square general manager"
3005;"circle in the square general press repre"
894;"circle in the square general press representative"
1465;"circle in the square management consultant"
1098;"circle in the square pr director"
1379;"circle in the square press agent"
3008;"circle in the square press representativ"
925;"circle in the square press representative"
994;"circle in the square public relations director"
1145;"circle in the square senior press agent"
1096;"circle in the square theatre consultant"
2551;"circus creator"
214;"clarinet"
187;"clarinet - bass clarinet - saxophone"
1446;"clarinet / bass clarinet / alto sax"
1230;"clarinet and alto saxophone"
391;"clarinet and flute"
764;"clarinet and saxaphone"
689;"clarinet and saxophone"
1612;"clarinet, bass clarinet"
1647;"clarinet, bass clarinet, alto sax, soprano sax"
2431;"clarinet, bass clarinet, bassoon, baritone"
1252;"clarinet, bass clarinet, flute"
2515;"clarinet, bass clarinet, tenor sax"
2029;"clarinet, flute"
1811;"clarinet, flute, piccolo, bass clarinet, e-flat clarinet, tenor sax"
521;"clarinet, saxophone"
1338;"clarinet/bass clarinet"
2284;"clarinet/bass clarinet/bassoon"
2393;"clarinet/bass clarinet/flute/piccolo"
1994;"clarinet/bass clarinet/tenor recorder"
2506;"clarinet/e flat clarinet/bass clarinet"
1551;"clarinet/e. flat clarinet"
1764;"clarinet/eb clarinet/bass clarinet/soprano sax"
1432;"clarinet/flute"
1112;"clarinet/flute/alto sax"
1749;"clarinet/sax"
1367;"clarinet/saxophone"
1768;"clothing stylist"
2946;"co-assistant sound design"
2876;"co-book writer"
2628;"co-bookwriter"
942;"co-choreographer"
2066;"co-choreographer (original)"
2831;"co-composer/co-music director"
2858;"co-conceiver"
2830;"co-creator"
1966;"co-director"
2846;"co-director, choreographer"
2471;"co-librettist"
2815;"co-lighting designer"
2565;"co-lyricist & co-composer"
2947;"co-makeup design"
2868;"co-music supervisor"
2807;"co-orchestrator"
2790;"co-orchestrator and arrangements"
2809;"co-orchestrator, music supervisor and music arranger"
1066;"co-producer"
2559;"co-producer (original)"
2840;"co-projection designer"
2963;"co-sound design"
2002;"comapny manager"
2713;"comedy direction"
2676;"comedy stunt coordinator"
2817;"commissioned by"
1822;"company management assistant"
67;"company manager"
2220;"company manager assistant"
179;"company press representative"
458;"company stage manager"
12;"composer"
2900;"composer & lyricist"
2555;"composer & sound designer"
551;"composer (""girls of summer"")"
2998;"composer (additional music - 1999 broadw"
836;"composer (additional music - 1999 broadway revival)"
66;"composer (additional music)"
22;"composer (additional)"
1425;"composer (dance music (additional))"
1508;"composer (incidental music - ""andante cantabile"" from string quartet # 1 in d)"
43;"composer (incidental music)"
805;"composer (incidental)"
3011;"composer (music for \""i found god in mys"
973;"composer (music for \""i found god in myself\"")"
2152;"composer (original music & arrangement)"
1209;"composer (original music)"
324;"composer (original)"
1666;"composer (songs from ""sunday in the park with george"")"
2418;"composer (songs)"
2643;"composer and sound design"
2775;"composer and sound designer"
2804;"composer, lyricist"
40;"composer/lyricist"
51;"composer/lyricist (additional)"
1068;"composer/lyricist (original)"
759;"composer/lyricist (revisions)"
2765;"composers"
737;"comptroller"
97;"conceiver"
2005;"conceiver (original)"
447;"concept"
1987;"conception, book and original french lyrics"
123;"concert master"
1155;"concert mistress"
259;"concertina player"
1256;"concertmaster"
1299;"concertmaster / piano"
1229;"concertmistress"
18;"conductor"
2976;"conductor (with his celebrated plantatio"
134;"conductor (with his celebrated plantation orchestra)"
421;"conductor and harpist"
2348;"conductor/keyboard"
806;"consultant"
1859;"consulting dramaturg"
1137;"consulting producer"
976;"content"
1913;"contrabassoon"
1127;"coordinating producer"
1101;"coordinator for cbs broadcasting group"
1084;"coordinator for little prince productions, ltd."
489;"copyist"
574;"copyist supervisor"
2738;"costume and scenic designer"
817;"costume assistant"
1845;"costume associate"
500;"costume consultant"
624;"costume coordinator"
2931;"costume desginer"
2603;"costume design"
2884;"costume design supervisor"
24;"costume designer"
1319;"costume designer (""a funny thing happened on the way to the forum"")"
1315;"costume designer (""billion dollar baby,"" ""west side story,"" ""the king and i"")"
1321;"costume designer (""fiddler on the roof"")"
1311;"costume designer (""gypsy"")"
1320;"costume designer (""high button shoes"")"
1306;"costume designer (""on the town"")"
1304;"costume designer (""peter pan,"" ""miss liberty"" and ""call me madam"" (""mr. monotony"
2980;"costume designer (""you don't love right"""
232;"costume designer (""you don't love right"", ""harlem waltz"" and ""midnight blue"" cos"
983;"costume designer (act iii - ""the lesson"")"
2309;"costume designer (additional costumes)"
918;"costume designer (additional)"
2333;"costume designer (based on original designs by)"
89;"costume designer (bear costumes)"
204;"costume designer (co-costume designer)"
159;"costume designer (costumes for act one)"
2977;"costume designer (costumes for acts two "
160;"costume designer (costumes for acts two and three)"
2981;"costume designer (ensemble costumes for "
233;"costume designer (ensemble costumes for ""sentimental weather"" and ""isle in the w"
3003;"costume designer (miss clayburgh's speci"
885;"costume designer (miss clayburgh's special bedroom costumes)"
140;"costume supervisor"
1793;"costume supervisor (uk)"
2929;"costumer designer"
98;"costumes"
208;"costumes (additional)"
1701;"costumes (coodinator)"
285;"costumes (gowns)"
94;"costumes (men’s)"
95;"costumes (mr. walker’s)"
443;"costumes (original designs)"
218;"costumes (original)"
207;"costumes (supervision)"
88;"costumes (the four seasons’ ballet)"
96;"costumes (women’s)"
2461;"costumes designer"
227;"costumes supervisor"
342;"costumes/lighting"
2183;"cover photo"
1795;"cover photography"
2566;"creative advertising design & website"
2318;"creative advisor"
2871;"creative and music director"
2100;"creative associate to mr. holmes"
1475;"creative associate to mr. marshall"
635;"creative consultant"
2490;"creative director"
2766;"creative guide"
2949;"creative producer"
2668;"creative supervisor"
1623;"creator"
2572;"creator and director"
2912;"creator/developer"
2897;"creature designer"
1539;"cuatro / guitar"
2451;"cultural advisor"
2627;"dance and incidental music"
2679;"dance and incidental music arrangements"
1368;"dance and incidental music arranger"
1439;"dance arrangements"
403;"dance arrangements (additional)"
381;"dance arrangements (ballet)"
2754;"dance arrangements and incidental music"
2686;"dance arrangements and orchestrations"
2454;"dance arranger"
1920;"dance arranger (additional)"
2917;"dance arrangments"
1730;"dance assistant"
355;"dance captain"
1356;"dance captain (co-dance captain)"
1619;"dance captain (irish dance troupe)"
1621;"dance captain (tappers)"
1796;"dance consultant"
380;"dance music"
427;"dance music (additional)"
406;"dance music (ballet)"
132;"dance music arranger"
1318;"dance music arranger (""a funny thing happened on the way to the forum,"" ""fiddler"
1312;"dance music arranger (""miss liberty"" and ""call me madam"" (""mr. monotony""))"
1313;"dance music arranger (""the king and i"")"
1747;"dance music arranger (additional)"
2347;"dance music arranger (original)"
855;"dance queen"
2121;"dance sequences"
1622;"dance supervisor"
170;"dance/ensemble staging"
669;"dance/incidental arrangements"
552;"dance/incidental music"
664;"dance/incidental music (ballet)"
1983;"dance/incidental music arranger"
640;"dance/vocal arrangements"
144;"dances/ensembles"
2864;"darbuka"
2648;"design"
2396;"design consultant"
2549;"design supervisor"
2650;"designer"
2925;"developed by"
2406;"development (developed in association with)"
2474;"dialect & vocal coach"
1789;"dialect and vocal coach"
2135;"dialect and voice coach"
745;"dialect coach"
2040;"dialect coach (for ms. jones)"
2200;"dialect coach (uk)"
1019;"dialect consultant"
1504;"dialect/vocal coach"
1630;"dialectician"
2966;"dialects"
104;"dialogue"
2236;"dialogue & vocal coach"
2080;"dialogue and vocal coach"
1959;"dialogue coach"
1495;"didjeridu, wind instruments"
2445;"digital advertising"
2554;"digital outreach & website"
2594;"digital outreach/website/video"
2697;"direction"
31;"director"
2895;"director & choreographer"
2166;"director (""a bus stop play"")"
1738;"director (""a long story"")"
1778;"director (""baby food"")"
1885;"director (""claire's intervention"")"
1737;"director (""crazy eights"")"
1735;"director (""dance of life"")"
2167;"director (""dave chappelle is not crazy"")"
2171;"director (""i.p"")"
2055;"director (""jack on film"")"
1734;"director (""mars has never been this close"")"
2164;"director (""open house"")"
1739;"director (""pleasure"")"
1884;"director (""pressure is a privelege"")"
1736;"director (""sleep deprived"")"
2165;"director (""tenure"")"
1880;"director (""that other person"")"
2054;"director (""the blizzard"")"
2052;"director (""the first tree in antarctica"")"
2046;"director (""the sunday times"")"
1883;"director (""this is now"")"
2056;"director (""three girls and bob"")"
2057;"director (""toccata and fugue"")"
2170;"director (""wakey wakey"")"
1777;"director (""why should i vote"")"
1212;"director (additional staging)"
266;"director (additional)"
163;"director (book direction)"
158;"director (book staging)"
212;"director (book)"
108;"director (co-director)"
110;"director (dialogue director)"
220;"director (dialogue)"
90;"director (general stage director)"
1670;"director (in association with)"
1489;"director (original production)"
2110;"director (original)"
768;"director (recreation)"
211;"director (sketches director)"
281;"director (sketches)"
34;"director (stage director)"
2982;"director (staging for ""peace and the dip"
244;"director (staging for ""peace and the diplomat"")"
38;"director (staging)"
2612;"director and choreographer"
1361;"director of marketing"
2182;"director of production (the mccarter theatre center)"
2960;"director, additional arrangements"
2736;"director, choreographer"
2727;"director, musical staging, scenic designer"
28;"director/choreographer"
433;"director/choreographer (recreation)"
2832;"director/co-creator"
1189;"director/designer"
2327;"djembe drummer"
1158;"dog training and handling"
2337;"donmar executive producer"
1149;"double bass"
1762;"draftsman"
1197;"dramaturg"
2144;"dramaturg (uk)"
2466;"dramaturge"
2943;"dramaturgy"
2244;"dresser"
111;"dresses"
1899;"drum set"
2586;"drum, tambourine, baroque timpani"
457;"drummer"
2429;"drummer, small percussion"
137;"drums"
1677;"drums & percussion"
1535;"drums / percussion"
1809;"drums and percussion"
295;"drums and violin"
2223;"drums, latin/brazilian percussion"
1458;"drums, percussion"
2188;"drums, percussion, synthesizer"
1461;"drums, vocals"
2093;"drums/bodhran"
2278;"drums/djembe/orchestra bells"
1234;"drums/electronic percussion"
1048;"drums/percussion"
2001;"drums/percussion (additional percussion arrangements)"
1628;"electric and acoustic bass"
1986;"electric and upright basses"
1291;"electric bass"
1981;"electric bass/bass synthesizer"
731;"electric guitar"
1953;"electric, acoustic, 12-string guitars"
2189;"electric/acoustic guitars, mandolin"
70;"electrical effects designer"
2905;"electronic music design"
2235;"electronic music designer"
2086;"electronic music programmer"
2747;"engagement management"
1910;"english horn"
1854;"english translation"
2857;"etiquette and period movement"
1695;"exclusive tour direction"
1803;"exclusive tour director"
1519;"executive music producer"
412;"executive producer"
2843;"executive producer (ambassador theatre group)"
1644;"executive producer (littlestar ltd.)"
944;"executive producer of nysf"
841;"exexutive producer"
1726;"eyebrow designer"
2908;"fashion designer"
790;"fender bass"
824;"fender bass and guitar"
952;"fiddle"
951;"fiddle and mandolin"
2089;"fiddle/violin"
2734;"fight and military movement"
1073;"fight captain"
2384;"fight choreographer"
1712;"fight consultant"
2045;"fight coordinator"
1160;"fight direction"
173;"fight director"
1570;"fight director (battles)"
2142;"fight director (original)"
2146;"fight director (us)"
1798;"fight staging"
1501;"film"
765;"film sequences"
651;"film sequences (cartoons)"
2550;"fire effects designer"
1817;"first assistant scenic designer"
807;"first assistant stage manager"
1837;"first bassoon"
1836;"first clarinet"
300;"first piano"
1830;"first trombone"
1831;"first trumpet"
829;"first violin"
392;"flute"
190;"flute - saxophone"
1841;"flute / clarinet"
1411;"flute / clarinet / sax"
1443;"flute / clarinet / soprano sax"
1615;"flute / clarinet / tenor sax"
1396;"flute / piccolo"
713;"flute / piccolo / alto flute"
498;"flute and 7 opening reed"
1224;"flute and piccolo"
1609;"flute, alto flute, piccolo, soprano recorder"
401;"flute, clarinet, 1st saxaphone"
1178;"flute, clarinet, alto sax"
1840;"flute, clarinet, baritone sax"
496;"flute, large hand drum"
1455;"flute, piccolo, alto flute"
2432;"flute, piccolo, alto sax, soprano sax"
1254;"flute, piccolo, clarinet"
1804;"flute, piccolo, clarinet, soprano sax, harmonica"
1934;"flute/ piccolo/ alto flute/ bass flute"
1601;"flute/alto flute/piccolo"
1549;"flute/alto sax/soprano sax/ bass clarinet"
1265;"flute/clarinet"
1517;"flute/clarinet/bass clarinet"
2217;"flute/clarinet/bass clarinet/alto saxophone"
1386;"flute/oboe/clarinet/alto sax"
1366;"flute/piccolo"
1337;"flute/piccolo/alto flute"
1989;"flute/piccolo/alto flute/alto recorder"
1756;"flute/piccolo/alto flute/recorder/whistle"
1148;"flute/piccolo/recorder"
1105;"flute/piccolo/tenor sax"
1150;"flute/recorder"
1107;"flute/tenor/soprano sax"
1975;"flutes"
1679;"flutes/bamboo flutes/dizi"
545;"flutist"
1605;"flying designer"
515;"flying effects"
514;"flying effects (supervision)"
1673;"flying sequences designer"
1922;"for clear channel entertainment"
2124;"founding director"
397;"french horn"
1453;"french horn (2)"
1314;"french horn (principal)"
1400;"french horn 1"
1397;"french horn 2"
2201;"french horn/tenor horn"
1364;"french horns"
1258;"furs"
2661;"geffen sound design"
1637;"general management"
2292;"general management (uk)"
2386;"general management assistant"
2041;"general management associate"
2863;"general management consultant"
39;"general manager"
2441;"general manager (american airlines theatre)"
2712;"general manager (manhattan theatre club)"
2130;"general manager (u.s.)"
2323;"general manager (uk)"
2322;"general manager (us)"
2157;"general manager assistant"
1703;"general manager associate"
738;"general manager for alexander h. cohen"
1531;"general manager richards / climan, inc."
2638;"general manager/executive producer"
2819;"general manager/marketing director"
2037;"general managment associate"
2042;"general press agent"
80;"general press representative"
84;"general stage manager"
1121;"glass figurines"
2829;"glenn close costume designer"
1693;"glockenspiel (onstage)"
1704;"golda meir makeup"
312;"gowns designed by"
2798;"graphic & video designer"
1043;"graphic design"
1865;"graphic designer"
2251;"group sales/marketing"
2174;"guiatars"
652;"guitar"
1688;"guitar (onstage)"
889;"guitar / banjo"
1536;"guitar / harmonica"
712;"guitar / harmonium"
1554;"guitar / mandolin / zither / autoharp"
1643;"guitar 1"
2264;"guitar 1 (electric/acoustic/harmonica/banjo/lap steel guitar)"
1639;"guitar 2"
2265;"guitar 2 (electric/acoustic/ukelele/mandolin)"
823;"guitar and acoustic guitar"
902;"guitar and banjo"
763;"guitar and bass"
967;"guitar and fiddle"
853;"guitar and flute"
1051;"guitar and guitar synthesizer"
2258;"guitar instructor"
2137;"guitar player and drums"
2259;"guitar technician"
2225;"guitar, acoustic nylon/steel-string guitars"
1347;"guitar, banjo"
2060;"guitar, hawaiian guitar, banjo, and mandolin"
1431;"guitar, mando, vocals"
827;"guitar, mandolin and bass"
1288;"guitar, vocals"
1002;"guitar-harmonica, banjo, flute"
1322;"guitar/banjo"
1968;"guitar/banjo/e-bow"
1553;"guitar/banjo/mandolin"
1655;"guitar/banjo/ukelele"
2425;"guitar/keyboard"
2260;"guitar/keyboard/backing vocals"
1828;"guitar/mandolin/lute"
2324;"guitar/percussion"
1682;"guitar/pipa"
2209;"guitar/variax"
580;"guitarist"
523;"guitarist for mr. belafonte"
1560;"guitarist, backing vocalist"
1277;"guitarist, vocalist"
860;"guitars"
1329;"guitars and basses provided from their reissue collection by"
977;"guitars by"
1985;"guitars, banjo"
1984;"guitars, banjo, dobro, harmonica"
927;"guitars, banjo, harmonica"
1808;"guitars, banjo, mandolin"
1232;"guitars/banjo"
1748;"guitars/mandolin"
2000;"guitars/sitar/banjo/mandolin"
2527;"gym captain"
2922;"hair & make-up designer"
2968;"hair & makeup design"
2893;"hair & makeup designer"
2953;"hair & wig design"
839;"hair & wig designer"
2699;"hair and make-up design"
1816;"hair and make-up designer"
2642;"hair and makeup design"
2737;"hair and makeup designer"
1225;"hair and wig coordinator"
2605;"hair and wig design"
470;"hair and wig designer"
2308;"hair and wig designer (for ms. fonda)"
2789;"hair and wig, make-up designer"
2622;"hair design"
328;"hair designer"
1873;"hair designer and supervisor"
2793;"hair designer/make-up designer"
1727;"hair supervisor"
2392;"hair, wig & make-up designer"
2652;"hair, wig and make-up design"
2962;"hair, wig and makeup designer"
2909;"hair, wig, and make-up designer"
2938;"hair, wig, and makeup designer"
2950;"hair, wigs & makeup design"
2811;"hair, wigs and makeup design"
2794;"hair, wigs, and makeup"
1786;"hanging effects designer"
2647;"haor and wig design"
2666;"hari and wig designer"
1333;"harmonica"
1690;"harmonica (onstage)"
1334;"harmonica, saw, jaw harp, banjo"
2391;"harmonium"
252;"harp"
296;"harp and viola"
2083;"harp/gaelic harp"
540;"harpsichord"
561;"harpsicord"
2488;"henrik ibsen (source material)"
1083;"horn"
1977;"horn 1"
1972;"horn 2"
1219;"horn i"
1216;"horn ii"
958;"horns"
1440;"horns/orchestra contractor"
2102;"house contractor"
68;"house manager"
1022;"hudson guild theatre associate director"
2757;"illusion consultant"
2659;"illusion design"
2613;"illusion designer"
2797;"illusion specialist"
2701;"illusions"
2883;"illusions and magic"
2881;"illusions and magic associate"
1980;"illusions designer"
2818;"in association with"
1958;"incidental & dance music arranger"
1523;"incidental music arranger"
2316;"interactive"
2219;"interactive marketing"
2216;"interactive marketing (situation marketing)"
2569;"interactive marketing service"
2404;"interactive online marketing strategy"
2363;"internet marketing"
2342;"internet marketing & web designer"
2317;"internet marketing/web design"
1781;"interpreter"
2945;"intimacy director"
1805;"italian language coach"
2398;"key art"
1820;"key i"
870;"keyboard"
2232;"keyboard (swing)"
1555;"keyboard / accordian"
1699;"keyboard / alternate piano"
1537;"keyboard / flute / accordian"
1290;"keyboard 1"
1015;"keyboard 2"
1917;"keyboard 2 and accordion"
2294;"keyboard 2 and organ"
2263;"keyboard 2/accordion"
1751;"keyboard 2/guitar 2"
2562;"keyboard 2/guitars"
1202;"keyboard 3"
1640;"keyboard 4"
1417;"keyboard i"
1906;"keyboard ii"
2064;"keyboard iii"
1923;"keyboard programmer"
1964;"keyboard programming"
1511;"keyboard synthesizers"
2377;"keyboard/accordion"
2560;"keyboard/drum programmer"
2413;"keyboard/guitar"
2262;"keyboard/guitar/backing vocals"
1278;"keyboardist"
776;"keyboards"
1452;"keyboards (3)"
1692;"keyboards (onstage)"
1462;"keyboards, guitar, vocals"
1286;"keyboards, vocals"
2229;"latin assistant choreographer"
1441;"lct artistic associate"
1888;"lct associate director of development"
1629;"lct associate general manager"
1603;"lct associate producer, musical theatre"
1889;"lct associate production manager"
1330;"lct casting"
1207;"lct casting director"
1208;"lct company manager"
2320;"lct director of casting"
1195;"lct director of development"
2446;"lct director of development and planning"
1199;"lct director of marketing"
1646;"lct director of marketing & special events"
1494;"lct director of marketing & special projects"
1393;"lct director of musical theater"
1241;"lct dramaturg"
1193;"lct general manager"
1200;"lct general press agent"
1194;"lct general press representative"
1891;"lct management assistant"
2447;"lct managing director"
1548;"lct musical theatre associate producer"
1890;"lct press associate"
1496;"lct press representative"
1196;"lct production manager"
1810;"lead assistant set designer"
887;"lead clarinet"
928;"lead guitar"
843;"lead guitarist"
1700;"lead sax/percussion"
886;"lead saxaphone"
891;"lead trompbone"
890;"lead trumpet"
1765;"lead trumpet/fluegel horn"
2222;"lead trumpet/flugelhorn"
16;"librettist"
1669;"librettist (english)"
87;"librettist (original french libretto)"
14;"libretto"
48;"libretto (english)"
50;"libretto (french)"
49;"libretto (german)"
929;"libretto/music"
112;"light effects"
2919;"light programmer"
2918;"lighting"
1065;"lighting (execution)"
1185;"lighting (supervision)"
2801;"lighting consultant"
2602;"lighting design"
2707;"lighting design (part 1)"
2708;"lighting design (part 2)"
58;"lighting designer"
2072;"lighting designer (adaptation)"
1856;"lighting designer (original)"
1855;"lighting designer (recreation)"
2140;"lighting designer (uk)"
1740;"lighting designer (was replaced in previews)"
2177;"lighting director"
2568;"lighting programmer"
410;"lighting supervisor"
2941;"lights"
866;"lincoln center casting director"
3001;"lincoln center public relations assistan"
867;"lincoln center public relations assistant"
3002;"lincoln center public relations associat"
868;"lincoln center public relations associate"
865;"lincoln center public relations director"
2913;"line producer"
1857;"logo & design"
2155;"logo and artwork design"
1780;"logo art"
1799;"logo artwork"
1141;"logo design"
1026;"logo designer"
2587;"lute, theorbo, cittern"
6;"lyricist"
616;"lyricist (additional lyrics)"
83;"lyricist (additional)"
1201;"lyricist (english)"
1893;"lyricist (featured lyrics)"
184;"lyricist (french)"
1210;"lyricist (original lyrics)"
1510;"lyricist (rafiki's chants)"
2578;"lyricist / co-creator"
78;"lyrics"
74;"lyrics (additional)"
93;"lyrics (english)"
313;"lyrics (new)"
2806;"lyrics and book"
2907;"maestro"
923;"magic"
2343;"magic & illusions consultant"
1046;"magic (direction)"
1045;"magic (production designer)"
1478;"magic consultant"
2625;"make up designer"
2136;"make-up & prosthetics designer"
757;"make-up consultant"
518;"make-up consultant for mr. schildkraut"
2639;"make-up design"
2081;"make-up design assistant"
337;"make-up designer"
2307;"make-up designer (for ms. fonda)"
2296;"makeup & hair designer"
1785;"makeup and tattoo designer"
2611;"makeup design"
2410;"makeup designer"
2437;"makeup designer (special)"
2838;"makeup designer/hair designer"
1086;"mallets"
1512;"mallets/percussion"
1990;"mallets/timpani/percussion"
981;"management assistant"
1016;"management associate"
956;"manager"
103;"managing director"
1903;"mandolin"
831;"mandolin, classic guitar and bass violin"
1707;"manhattan ensemble theater business manager"
1706;"manhattan ensemble theater creative director"
1710;"manhattan ensemble theater general manager"
1708;"manhattan ensemble theater marketing associate"
837;"marketing"
2598;"marketing & press outreach"
2319;"marketing & promotions"
1636;"marketing (us)"
1627;"marketing and promotions"
2522;"marketing assistant"
1335;"marketing consultant"
1851;"marketing consultants"
2116;"marketing director"
1926;"marketing manager"
2539;"marketing outreach"
2360;"marketing, promotional and digital services"
156;"mask designer"
379;"masks"
81;"master carpenter"
422;"master electrician"
56;"master machinist"
1714;"mccarter theatre center dramaturg"
1713;"mccarter theatre center producing director"
1094;"media"
2561;"media designer"
143;"men's clothes"
2753;"mindich chair musical theater associate producer"
2682;"mindich chair musical theatre associate producer"
1503;"miss lavin's fur"
2286;"movement"
2723;"movement and fight choreographer"
2123;"movement and protocol"
2850;"movement coach"
1992;"movement consultant"
1862;"movement coordinator"
2032;"movement director"
2242;"movement director (additional movement)"
2245;"movement director (original movement)"
1479;"moving light programmer"
1596;"moving lights programmer"
1159;"ms. gleason's fur"
1123;"ms. tandy's wig designer"
1413;"ms. williams' makeup designer and artist"
2160;"mtc acting artistic director (2007-08 season)"
2380;"mtc artistic line producer"
2419;"mtc artistic producer"
2159;"mtc associate art director of programming"
1378;"mtc associate artistic director"
2252;"mtc associate artistic director/production"
1863;"mtc associate general manager"
1072;"mtc casting"
1718;"mtc director of artistic development"
1772;"mtc director of artistic operations"
1771;"mtc director of artistic production"
1600;"mtc director of casting"
1719;"mtc director of development"
1723;"mtc director of marketing"
1377;"mtc general manager"
1773;"mtc production manager"
1722;"mtc production manager / director of capital projects"
1569;"multimedia"
797;"multimedia (media/photography)"
1261;"mumm champagne"
2303;"mural illustrator"
11;"music"
2957;"music & lyrics"
60;"music (additional)"
29;"music (original)"
1085;"music adaptation"
1392;"music adaptation (duo piano)"
2951;"music and arrangements"
2184;"music and lyrics"
1925;"music and vocal arranger (additional)"
2641;"music arranged"
7;"music arrangements"
273;"music arrangements (additional)"
347;"music arrangements (piano)"
1025;"music arrangements (special arrangements)"
27;"music arranger"
1093;"music arranger (""star spangled banner"")"
263;"music arranger (additional arrangements)"
2389;"music arranger (additional drum and percussion arrangements)"
2314;"music arranger (additional guitar arrangements)"
1702;"music assistant"
2739;"music composition"
969;"music consultant"
192;"music contractor"
2725;"music coordination"
2350;"music coordinator"
1902;"music copying"
2090;"music copying and preparation"
480;"music copyist"
2512;"music copyist (new york)"
614;"music copyist supervisor"
1895;"music department assistant"
2709;"music design"
2681;"music direction"
2724;"music direction and arrangements"
2924;"music direction, arrangements, & original music"
2421;"music director"
2440;"music director & conductor"
2574;"music director / conductor / arrangements"
2916;"music director and arranger"
2934;"music director and producer"
2720;"music director and vocal arranger"
2733;"music director, arranger"
2784;"music director, conductor"
2731;"music director, orchestrator, co-arranger"
2826;"music director/conductor"
2778;"music director/supervisor"
2535;"music licensing"
2624;"music licensing (by arrangement with)"
511;"music preparation"
680;"music preparation supervisor"
1518;"music producer"
2714;"music supervision"
2969;"music supervision and orchestrations"
2901;"music supervision, arrangements and orchestrations"
2760;"music supervision, arrangements, and orchestrations"
2728;"music supervision, arrangements, orchestrations"
2914;"music supervision, orchestrations and incidental music"
2735;"music supervision, vocal and dance arrangements"
2700;"music supervision/dance and incidental music arrangements"
2457;"music supervisor"
2510;"music supervisor & arranger"
2575;"music supervisor / arrangements"
2763;"music supervisor and arrangements"
2749;"music supervisor and arranger"
2820;"music supervisor and director/conductor"
2751;"music supervisor and vocal arranger"
2813;"music supervisor, musical arranger"
2795;"music supervisor, orchestrator, additional arrangements"
2453;"music supervisory and director"
2514;"music technology"
2255;"music transcription"
2261;"music transcription & consultant"
2683;"music, lyrics"
2684;"music, lyrics, orchestration"
2685;"music, lyrics, orchestrations"
92;"music/lyrics"
1120;"musical adaptation"
357;"musical advisor"
2872;"musical arrangements"
1938;"musical concepts"
1138;"musical consultant"
409;"musical coordinator"
2694;"musical direction"
2664;"musical direction and arrangements"
30;"musical director"
1633;"musical director & vocal arranger"
1077;"musical director (assistance)"
171;"musical director (choral)"
2595;"musical director (original)"
2031;"musical director (uk)"
209;"musical director (vocal)"
2808;"musical director and conductor"
2926;"musical director and vocal arrangements"
2786;"musical director and vocal arranger"
2867;"musical director/co-music supervisor"
1420;"musical director/vocal arrangements"
2614;"musical staging"
2616;"musical supervision"
2888;"musical supervision and direction"
131;"musical supervisor"
2372;"musical supervisor (original)"
1575;"musical/vocal arrangements"
128;"musician"
445;"national press representative"
1369;"neverland scenery designed by"
2618;"new orchestrations"
2965;"novelist/librettist"
934;"nysf advertising"
1482;"nysf artistic associate"
1470;"nysf artistic producer"
834;"nysf associate press representative"
1467;"nysf associate producer"
935;"nysf at lincoln center company manager"
901;"nysf at lincoln center general manager"
3010;"nysf at lincoln center press representat"
940;"nysf at lincoln center press representative"
3006;"nysf at lincoln center production manage"
899;"nysf at lincoln center production manager"
830;"nysf casting"
848;"nysf casting director"
962;"nysf director of play development"
1481;"nysf dramaturg"
1466;"nysf executive director"
1469;"nysf executive producer"
845;"nysf general manager"
936;"nysf general mangager"
846;"nysf general press representative"
1625;"nysf managing director"
1483;"nysf marketing"
828;"nysf press representative"
832;"nysf production manager"
900;"nysf production supervisor"
849;"nysf resident press representative"
