"id";"date_instantiated";"street_address";"address_locality";"address_region";"postal_code";"year_closed";"year_demolished";"capacity";"name"
7059;"2020-10-14 04:36:30";"242 W. 45th St.";"New York";"NY";"10036";0;0;1101;"Royale Theatre"
7063;"2020-10-14 04:36:30";"229 W. 42nd St.";"New York";"NY";"10036";0;0;740;"Selwyn Theatre"
7066;"2020-10-14 04:36:30";"111 W. 44th St.";"New York";"NY";"10036";0;0;1040;"Stuyvesant Theatre"
7068;"2020-10-14 04:36:30";"222 W. 51st St.";"New York";"NY";"10019";0;0;1935;"Uris Theatre"
7070;"2020-10-14 04:36:30";"1634 Broadway (At W. 50th St.)";"New York";"NY";"10019";0;0;1526;"Winter Garden Theatre (Broadway)"
7083;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Harlem Music Hall"
7087;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"[Venue Name unknown]"
7088;"2020-10-14 04:36:30";"107 W. 14th St. (Sixth Ave)";"New York";"NY";"";0;1938;1100;"nan"
7090;"2020-10-14 04:36:30";"107 W. 14th St. (Sixth Ave)";"New York";"NY";"";0;1938;1100;"Haverly's 14th Street Theatre"
7091;"2020-10-14 04:36:30";"107 W. 14th St. (Sixth Ave)";"New York";"NY";"";0;1938;1100;"Civic Repertory Theatre"
7092;"2020-10-14 04:36:30";"216 W. 44th St., Roof";"New York";"NY";"";1940;1945;865;"Lew Fields' 44th Street Roof Garden"
7094;"2020-10-14 04:36:30";"157 W. 48th St.";"New York";"NY";"";0;1955;970;"48th Street Theatre"
7095;"2020-10-14 04:36:30";"157 W. 48th St.";"New York";"NY";"";0;1955;970;"Windsor Theatre"
7099;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"52nd Street Theatre"
7100;"2020-10-14 04:36:30";"110 W. 57th St.";"New York";"NY";"";0;0;0;"57th Street Playhouse"
7101;"2020-10-14 04:36:30";"22 W. 63rd St.";"New York";"NY";"";1941;1957;1025;"63rd Street Music Hall"
7106;"2020-10-14 04:36:30";"22 W. 63rd St.";"New York";"NY";"";1941;1957;1025;"Coburn Theatre"
7107;"2020-10-14 04:36:30";"22 W. 63rd St.";"New York";"NY";"";1941;1957;1025;"Recital Theatre"
7108;"2020-10-14 04:36:30";"22 W. 63rd St.";"New York";"NY";"";1941;1957;1025;"Park Lane Theatre"
7110;"2020-10-14 04:36:30";"22 W. 63rd St.";"New York";"NY";"";1941;1957;1025;"Experimental Theatre"
7111;"2020-10-14 04:36:30";"1396 Broadway (West 38th St.)";"New York";"NY";"";1930;1930;1500;"Abbey's Theatre"
7114;"2020-10-14 04:36:30";"214 W. 42nd St., Roof";"New York";"NY";"";0;0;680;"Aerial Gardens"
7116;"2020-10-14 04:36:30";"214 W. 42nd St., Roof";"New York";"NY";"";0;0;680;"Danse de Follies"
7117;"2020-10-14 04:36:30";"214 W. 42nd St., Roof";"New York";"NY";"";0;0;680;"Dresden Theatre"
7118;"2020-10-14 04:36:30";"214 W. 42nd St., Roof";"New York";"NY";"";0;0;680;"Frolic Theatre"
7125;"2020-10-14 04:36:30";"260 West 42nd Street";"New York";"NY";"";1930;1932;2065;"American Theatre"
7126;"2020-10-14 04:36:30";"260 West 42nd Street";"New York";"NY";"";1930;1932;2065;"American Music Hall"
7127;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"American Laboratory"
7130;"2020-10-14 04:36:30";"79-85 Anthony St. (later Worth St.)";"New York";"NY";"";0;1821;0;"Anthony Street Theatre"
7132;"2020-10-14 04:36:30";"223 W. 42nd St.";"New York";"NY";"";0;1996;1200;"Apollo Theatre"
7133;"2020-10-14 04:36:30";"223 W. 42nd St.";"New York";"NY";"";0;1996;1200;"New Apollo Theatre"
7135;"2020-10-14 04:36:30";"240 W. 47th St.";"New York";"NY";"";0;0;0;"Arena Theatre"
7136;"2020-10-14 04:36:30";"240 W. 47th St.";"New York";"NY";"";0;0;0;"Edison Theatre"
7138;"2020-10-14 04:36:30";"57th St.";"New York";"NY";"";1926;1969;1736;"Bandbox Theatre"
7139;"2020-10-14 04:36:30";"106 Central Park South";"New York";"NY";"";0;0;0;"Barbizon-Plaza Theatre"
7140;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Bedlow Street Theatre"
7142;"2020-10-14 04:36:30";"19 W. 44th St.";"New York";"NY";"";0;0;0;"Berkeley Lyceum Theatre"
7145;"2020-10-14 04:36:30";"209 W. 45th St.";"New York";"NY";"";0;1982;600;"Bijou Theatre"
7156;"2020-10-14 04:36:30";"46 Bowery";"New York";"NY";"";0;1929;0;"Thalia Theatre"
7157;"2020-10-14 04:36:30";"46 Bowery";"New York";"NY";"";0;1929;0;"Fay's Bowery Theatre"
7158;"2020-10-14 04:36:30";"138 E. 27th St.";"New York";"NY";"";0;0;0;"Bramhall Playhouse"
7162;"2020-10-14 04:36:30";"226 W. 42nd St.";"New York";"NY";"";1933;1996;1200;"Candler Theatre"
7163;"2020-10-14 04:36:30";"226 W. 42nd St.";"New York";"NY";"";1933;1996;1200;"Cohan and Harris"
7165;"2020-10-14 04:36:30";"W. 57th St. and Seventh Ave.";"New York";"NY";"";0;0;0;"Carnegie Hall"
7166;"2020-10-14 04:36:30";"W. 57th St.";"New York";"NY";"";0;0;0;"Carnegie Lyceum"
7167;"2020-10-14 04:36:30";"1404 Broadway (W. 39th)";"New York";"NY";"";1930;1930;875;"Casino Theatre"
7172;"2020-10-14 04:36:30";"1567 Broadway (47th St.)";"New York";"NY";"";1934;0;1100;"Holiday Theatre"
7179;"2020-10-14 04:36:30";"235 W. 46th St., Basement";"New York";"NY";"";0;0;0;"Stairway Theatre"
7180;"2020-10-14 04:36:30";"235 W. 46th St., Basement";"New York";"NY";"";0;0;0;"Century Theatre"
7181;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Chanin Auditorium"
7185;"2020-10-14 04:36:30";"Chapel St. (later Beekman St.)";"New York";"NY";"";0;0;0;"Chapel Street Theatre"
7186;"2020-10-14 04:36:30";"38 Commerce St.";"New York";"NY";"";0;0;0;"New Playwrights Theatre"
7188;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Children's Theatre"
7189;"2020-10-14 04:36:30";"1825 Broadway at 60th St.";"New York";"NY";"";1935;1954;0;"Circle Theatre"
7191;"2020-10-14 04:36:30";"131 W. 55th St.";"New York";"NY";"";0;0;2750;"City Center"
7192;"2020-10-14 04:36:30";"Central Park West at 62nd St., Roof";"New York";"NY";"";0;1930;500;"Century Promenade"
7193;"2020-10-14 04:36:30";"Central Park West at 62nd St., Roof";"New York";"NY";"";0;1930;500;"Cocoanut Grove Theatre"
7194;"2020-10-14 04:36:30";"Central Park West at 62nd St., Roof";"New York";"NY";"";0;1930;500;"Century Grove"
7196;"2020-10-14 04:36:30";"110 W. 41st St.";"New York";"NY";"";0;1942;625;"Comedy Theatre"
7197;"2020-10-14 04:36:30";"110 W. 41st St.";"New York";"NY";"";0;1942;625;"Collier's Comedy Theatre"
7199;"2020-10-14 04:36:30";"110 W. 41st St.";"New York";"NY";"";0;1942;625;"Mercury Theatre"
7202;"2020-10-14 04:36:30";"152 W. 54th St.";"New York";"NY";"";0;1970;1400;"Craig Theatre"
7203;"2020-10-14 04:36:30";"152 W. 54th St.";"New York";"NY";"";0;1970;1400;"Adelphi Theatre"
7208;"2020-10-14 04:36:30";"152 W. 54th St.";"New York";"NY";"";0;1970;1400;"George Abbott Theatre"
7210;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Crystal Gardens"
7211;"2020-10-14 04:36:30";"753 Seventh Ave. (W. 50th St.)";"New York";"NY";"";1939;1990;1025;"Earl Carroll Theatre"
7213;"2020-10-14 04:36:30";"753 Seventh Ave. (W. 50th St.)";"New York";"NY";"";1939;1990;1025;"Casino Theatre"
7216;"2020-10-14 04:36:30";"189 Second Ave at 12th St.";"New York";"NY";"";0;0;0;"Eden Theatre"
7220;"2020-10-14 04:36:30";"247 W. 48th St.";"New York";"NY";"";1956;1988;300;"President Theatre"
7227;"2020-10-14 04:36:30";"247 W. 48th St.";"New York";"NY";"";1956;1988;300;"Artef Theatre"
7230;"2020-10-14 04:36:30";"236 W. 42nd St.";"New York";"NY";"";1942;0;900;"Eltinge 42nd Street Theatre"
7233;"2020-10-14 04:36:30";"1430 Broadway (40th & 41st)";"New York";"NY";"";0;1953;1100;"Empire Theatre"
7237;"2020-10-14 04:36:30";"210 W. 46th St.";"New York";"NY";"";0;1982;895;"Folies-Bergere"
7238;"2020-10-14 04:36:30";"210 W. 46th St.";"New York";"NY";"";0;1982;895;"Fulton Theatre"
7245;"2020-10-14 04:36:30";"1547 Broadway at W. 46th St.";"New York";"NY";"";1943;1982;790;"Gaiety Theatre"
7258;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Gansevoort Theatre"
7266;"2020-10-14 04:36:30";"7th Ave. South, near Christopher";"New York";"NY";"";0;0;425;"Irish Theatre"
7274;"2020-10-14 04:36:30";"1697 Broadway at W. 53rd St.";"New York";"NY";"";0;0;1205;"Hammerstein's Theatre"
7283;"2020-10-14 04:36:30";"125th Street between 7th and 8th";"New York";"NY";"";0;0;0;"Harlem Opera House"
7288;"2020-10-14 04:36:30";"124 W. 43rd St.";"New York";"NY";"";2004;0;635;"Xenon"
7289;"2020-10-14 04:36:30";"124 W. 43rd St.";"New York";"NY";"";2004;0;635;"Kit Kat Klub"
7292;"2020-10-14 04:36:30";"1331 Broadway (29 W. 35th St.)";"New York";"NY";"";1914;1915;1150;"Herald Square Theatre"
7293;"2020-10-14 04:36:30";"1655 Broadway & 237 W. 51st St";"New York";"NY";"";1989;0;1505;"Hollywood Theatre"
7295;"2020-10-14 04:36:30";"1655 Broadway & 237 W. 51st St";"New York";"NY";"";1989;0;1505;"51st Street Theatre"
7306;"2020-10-14 04:36:30";"202 W. 58th St.";"New York";"NY";"";0;1985;825;"Cort's 58th Street Theatre"
7309;"2020-10-14 04:36:30";"202 W. 58th St.";"New York";"NY";"";0;1985;825;"Concert Theatre"
7316;"2020-10-14 04:36:30";"932 Seventh Ave. at W. 58th St.";"New York";"NY";"";1954;1962;1700;"Jolson's 59th Street Theatre"
7317;"2020-10-14 04:36:30";"932 Seventh Ave. at W. 58th St.";"New York";"NY";"";1954;1962;1700;"Central Park Theatre"
7318;"2020-10-14 04:36:30";"932 Seventh Ave. at W. 58th St.";"New York";"NY";"";1954;1962;1700;"Shakespeare Theatre"
7319;"2020-10-14 04:36:30";"932 Seventh Ave. at W. 58th St.";"New York";"NY";"";1954;1962;1700;"Venice Theatre"
7321;"2020-10-14 04:36:30";"932 Seventh Ave. at W. 58th St.";"New York";"NY";"";1954;1962;1700;"Molly Picon Theatre"
7324;"2020-10-14 04:36:30";"251 W. 45th St.";"New York";"NY";"";1934;1954;805;"Klaw Theatre"
7325;"2020-10-14 04:36:30";"251 W. 45th St.";"New York";"NY";"";1934;1954;805;"Avon Theatre"
7327;"2020-10-14 04:36:30";"132nd St. and 7th Ave.";"New York";"NY";"";0;0;0;"Lafayette Theatre"
7333;"2020-10-14 04:36:30";"200 W. 48th St.";"New York";"NY";"";0;0;499;"22 Steps"
7334;"2020-10-14 04:36:30";"200 W. 48th St.";"New York";"NY";"";0;0;499;"Princess Theatre"
7337;"2020-10-14 04:36:30";"622 Broadway";"New York";"NY";"";1880;1880;0;"Olympic Theatre"
7338;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Lenox Hill Theatre"
7339;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Lenox Little Theatre"
7340;"2020-10-14 04:36:30";"254 W. 42nd St.";"New York";"NY";"";1930;1997;880;"Lew M. Fields Theatre"
7341;"2020-10-14 04:36:30";"254 W. 42nd St.";"New York";"NY";"";1930;1997;880;"Hackett Theatre"
7342;"2020-10-14 04:36:30";"254 W. 42nd St.";"New York";"NY";"";1930;1997;880;"Harris Theatre"
7343;"2020-10-14 04:36:30";"254 W. 42nd St.";"New York";"NY";"";1930;1997;880;"Frazee Theatre"
7344;"2020-10-14 04:36:30";"254 W. 42nd St.";"New York";"NY";"";1930;1997;880;"Wallack's Theatre"
7358;"2020-10-14 04:36:30";"214 W. 42nd St.";"New York";"NY";"";1934;1996;1938;"Lyric Theatre (Broadway)"
7363;"2020-10-14 04:36:30";"24th St. (5th and Madison)";"New York";"NY";"";0;1908;0;"Hoyt's Theatre"
7366;"2020-10-14 04:36:30";"5 Columbus Circle (W. 58th & 59th)";"New York";"NY";"";0;0;1355;"Park Theatre"
7368;"2020-10-14 04:36:30";"5 Columbus Circle (W. 58th & 59th)";"New York";"NY";"";0;0;1355;"Cosmopolitan Theatre"
7369;"2020-10-14 04:36:30";"5 Columbus Circle (W. 58th & 59th)";"New York";"NY";"";0;0;1355;"Theatre of Young America"
7371;"2020-10-14 04:36:30";"5 Columbus Circle (W. 58th & 59th)";"New York";"NY";"";0;0;1355;"International Theatre"
7372;"2020-10-14 04:36:30";"5 Columbus Circle (W. 58th & 59th)";"New York";"NY";"";0;0;1355;"Columbus Circle"
7375;"2020-10-14 04:36:30";"311 West 34th St.";"New York";"NY";"";1940;0;3100;"Manhattan Opera House"
7390;"2020-10-14 04:36:30";"235 W. 46th St.";"New York";"NY";"";0;0;0;"Mayfair Theatre"
7391;"2020-10-14 04:36:30";"40th St. near Broadway";"New York";"NY";"";0;0;0;"Mendelssohn Hall"
7392;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Miner's Fifth Avenue Theatre"
7393;"2020-10-14 04:36:30";"200 W. 45th St.";"New York";"NY";"10036";0;0;1710;"Minskoff Theatre"
7396;"2020-10-14 04:36:30";"Lexington Ave. near E.42nd St.";"New York";"NY";"";0;0;0;"Murray Hill Theatre"
7402;"2020-10-14 04:36:30";"119 W. 39th St.";"New York";"NY";"";1926;1926;700;"Nazimova's 39th Street Theatre"
7404;"2020-10-14 04:36:30";"466 Grand St.";"New York";"NY";"";0;1927;0;"Neighborhood Playhouse"
7405;"2020-10-14 04:36:30";"Central Park West at W. 62nd St.";"New York";"NY";"";0;1930;2320;"New Theatre"
7409;"2020-10-14 04:36:30";"Nassau St.";"New York";"NY";"";1754;1758;0;"New Theatre"
7414;"2020-10-14 04:36:30";"537 Broadway";"New York";"NY";"";0;1895;0;"Niblo's Garden"
7415;"2020-10-14 04:36:30";"125 W. 48th St.";"New York";"NY";"";1937;1951;500;"Norworth Theatre"
7419;"2020-10-14 04:36:30";"4th Avenue (23rd & 24th)";"New York";"NY";"";0;1902;0;"Lyceum Theatre"
7420;"2020-10-14 04:36:30";"444 Broadway";"New York";"NY";"";1852;1854;0;"Olympic Theatre"
7422;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Palm Garden Theatre"
7424;"2020-10-14 04:36:30";"Broadway at 30th St.";"New York";"NY";"";0;1915;0;"Palmer's Theatre"
7429;"2020-10-14 04:36:30";"104 W. 39th St.";"New York";"NY";"";1926;1955;300;"Princess Theatre"
7431;"2020-10-14 04:36:30";"104 W. 39th St.";"New York";"NY";"";1926;1955;300;"Lucille La Verne Theatre"
7433;"2020-10-14 04:36:30";"104 W. 39th St.";"New York";"NY";"";1926;1955;300;"Assembly Theatre"
7435;"2020-10-14 04:36:30";"104 W. 39th St.";"New York";"NY";"";1926;1955;300;"Labor Stage Theatre"
7439;"2020-10-14 04:36:30";"133 MacDougal St.";"New York";"NY";"";0;0;0;"Provincetown Playhouse"
7440;"2020-10-14 04:36:30";"155 W. 49th St.";"New York";"NY";"";1933;1987;300;"Punch and Judy Theatre"
7441;"2020-10-14 04:36:30";"155 W. 49th St.";"New York";"NY";"";1933;1987;300;"Charles Hopkins Theatre"
7445;"2020-10-14 04:36:30";"1260 6th Ave.";"New York";"NY";"";0;0;5880;"Radio City Music Hall"
7446;"2020-10-14 04:36:30";"207 W. 42nd";"New York";"NY";"";0;0;1100;"Theatre Republic"
7447;"2020-10-14 04:36:30";"207 W. 42nd";"New York";"NY";"";0;0;1100;"The Old Belasco Theatre"
7452;"2020-10-14 04:36:30";"Varick St.";"New York";"NY";"";0;1849;0;"Richmond Hill Theatre"
7465;"2020-10-14 04:36:30";"Convent Ave. at 138th St.";"New York";"NY";"";0;1973;0;"Lewisohn Stadium of City College of New York"
7467;"2020-10-14 04:36:30";"102 W. 33rd St.";"New York";"NY";"";1907;1909;1100;"Standard Theatre"
7468;"2020-10-14 04:36:30";"102 W. 33rd St.";"New York";"NY";"";1907;1909;1100;"Manhattan Theatre"
7471;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Sutton Show Shop"
7473;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Triangle Theatre"
7474;"2020-10-14 04:36:30";"58 E. 14th St.";"New York";"NY";"";1936;0;0;"Union Square Theatre"
7479;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Vaudeville Theatre"
7480;"2020-10-14 04:36:30";"201 West 42nd Street";"New York";"NY";"";1915;1935;950;"Victoria Theatre"
7482;"2020-10-14 04:36:30";"150 West 65th St. at Broadway";"New York";"NY";"10023";0;0;1080;"Vivian Beaumont Theatre"
7483;"2020-10-14 04:36:30";"116 W. 50th St.";"New York";"NY";"";1933;1968;1050;"Waldorf Theatre"
7487;"2020-10-14 04:36:30";"216 W. 44th St.";"New York";"NY";"";1945;1945;1465;"Weber and Fields' Music Hall"
7488;"2020-10-14 04:36:30";"216 W. 44th St.";"New York";"NY";"";1945;1945;1465;"44th Street Theatre"
7489;"2020-10-14 04:36:30";"(address unknown)";"New York";"NY";"";0;0;0;"Willis Theatre"
7493;"2020-10-14 04:36:30";"6th Avenue at W. 54th St., Roof";"New York";"NY";"";1965;1966;1660;"Ziegfeld Theatre"
7494;"2020-10-14 04:36:30";"1514-16 Broadway (44th St.)";"New York";"NY";"";1915;1935;2800;"Olympia Theatre: Music Hall"
7496;"2020-10-14 04:36:30";"1514-16 Broadway (44th St.)";"New York";"NY";"";1915;1935;2800;"Moulin Rouge"
7506;"2020-10-14 04:36:30";"1514-16 Broadway (44th St.), Roof";"New York";"NY";"";0;1935;0;"New York Roof"
7512;"2020-10-14 04:36:30";"1887 Broadway at 62nd St.";"New York";"NY";"";0;1977;1265;"New Colonial Theatre"
7513;"2020-10-14 04:36:30";"1887 Broadway at 62nd St.";"New York";"NY";"";0;1977;1265;"Hampden's Theatre"
7518;"2020-10-14 04:36:30";"31 W. 28th St. (Broadway)";"New York";"NY";"";0;1939;1530;"New Fifth Avenue Theatre"
7519;"2020-10-14 04:36:30";"31 W. 28th St. (Broadway)";"New York";"NY";"";0;1939;1530;"Fifth Avenue Theatre"
7523;"2020-10-14 04:36:30";"67 W. 35th St.";"New York";"NY";"";1929;1932;910;"Harrigan's Theatre"
7524;"2020-10-14 04:36:30";"67 W. 35th St.";"New York";"NY";"";1929;1932;910;"Garrick Theatre"
7525;"2020-10-14 04:36:30";"67 W. 35th St.";"New York";"NY";"";1929;1932;910;"Theatre du Vieux Columbier"
7528;"2020-10-14 04:36:30";"112 W. 34th St.";"New York";"NY";"";1933;1952;840;"Savoy Theatre"
7537;"2020-10-14 04:36:30";"326 Broadway";"New York";"NY";"";0;1859;4500;"Broadway Theatre"
7543;"2020-10-14 04:36:30";"624 Broadway";"New York";"NY";"";0;1867;0;"Old Winter Garden Theatre"
7544;"2020-10-14 04:36:30";"485 Broadway";"New York";"NY";"";0;1869;0;"Brougham's Lyceum Theatre"
7545;"2020-10-14 04:36:30";"485 Broadway";"New York";"NY";"";0;1869;0;"Wallack's Lyceum Theatre"
7546;"2020-10-14 04:36:30";"485 Broadway";"New York";"NY";"";0;1869;0;"Broadway Theatre"
7547;"2020-10-14 04:36:30";"23rd St. (8th Ave.)";"New York";"NY";"";0;1960;0;"Pike's Opera House"
7550;"2020-10-14 04:36:30";"720 Broadway";"New York";"NY";"";0;0;0;"Waverley Theatre"
7553;"2020-10-14 04:36:30";"Leonard & Church Sts.";"New York";"NY";"";0;1841;0;"National Theatre"
7555;"2020-10-14 04:36:30";"23 Park Row";"New York";"NY";"";0;1848;0;"Park Theatre"
7556;"2020-10-14 04:36:30";"844 Broadway";"New York";"NY";"";0;1901;0;"Wallack's Theatre"
7557;"2020-10-14 04:36:30";"844 Broadway";"New York";"NY";"";0;1901;0;"Star Theatre"
7559;"2020-10-14 04:36:30";"1221 Broadway (30th St.)";"New York";"NY";"";0;1920;0;"Wood's Museum and Metropolitan"
7560;"2020-10-14 04:36:30";"1221 Broadway (30th St.)";"New York";"NY";"";0;1920;0;"Broadway Theatre"
7561;"2020-10-14 04:36:30";"1221 Broadway (30th St.)";"New York";"NY";"";0;1920;0;"Daly's Theatre"
7563;"2020-10-14 04:36:30";"Broadway at 39th St.";"New York";"NY";"";0;1966;0;"New Opera House"
7566;"2020-10-14 04:36:30";"18th St. (5th Ave.)";"New York";"NY";"";0;0;0;"Chickering Hall"
7571;"2020-10-14 04:36:30";"Canal St.";"New York";"NY";"";1838;0;0;"Broadway Theatre"
7580;"2020-10-14 04:36:30";"199 Bowery";"New York";"NY";"";0;0;0;"People's Theatre"
7584;"2020-10-14 04:36:30";"29th St. (Broadway)";"New York";"NY";"";0;1907;0;"San Francisco Music Hall"
7586;"2020-10-14 04:36:30";"29th St. (Broadway)";"New York";"NY";"";0;1907;0;"Princess Theatre"
7599;"2020-10-14 04:36:30";"Bedlow Street (later Madison St.)";"New York";"NY";"";0;0;0;"Grove Theatre"
7607;"2020-10-14 04:36:30";"Chatham Street";"New York";"NY";"";1832;0;0;"Chatham Gardens Theatre"
7610;"2020-10-14 04:36:30";"Broadway";"New York";"NY";"";0;0;0;"African Grove"
7620;"2020-10-14 04:36:30";"Chatham Street (Roosevelt & James)";"New York";"NY";"";0;0;0;"Purdy's New National"
7624;"2020-10-14 04:36:30";"Broadway";"New York";"NY";"";1853;0;0;"Astor Place Opera House"
7635;"2020-10-14 04:36:30";"514 Broadway (Spring & Broome)";"New York";"NY";"";0;0;0;"Theatre Comique"
7636;"2020-10-14 04:36:30";"514 Broadway (Spring & Broome)";"New York";"NY";"";0;0;0;"Wood's Minstrel Hall"
7648;"2020-10-14 04:36:30";"720 Broadway";"New York";"NY";"";0;0;0;"Hope Chapel"
7649;"2020-10-14 04:36:30";"720 Broadway";"New York";"NY";"";0;0;0;"Kelly and Leon's"
7651;"2020-10-14 04:36:30";"728 Broadway (Waverly)";"New York";"NY";"";0;1884;0;"Lucy Rushton's New York Theatre"
7652;"2020-10-14 04:36:30";"728 Broadway (Waverly)";"New York";"NY";"";0;1884;0;"New York Theatre"
7653;"2020-10-14 04:36:30";"728 Broadway (Waverly)";"New York";"NY";"";0;1884;0;"Worrell Sisters' New York Theatre"
7659;"2020-10-14 04:36:30";"932 Broadway (21st St)";"New York";"NY";"";1882;1882;0;"Abbey's Park Theatre"
7661;"2020-10-14 04:36:30";"23rd Street (6th Ave.)";"New York";"NY";"";0;1924;0;"Koster and Bial's Music Hall"
7664;"2020-10-14 04:36:30";"141 West 23rd St. (6th & 7th Ave)";"New York";"NY";"";0;0;0;"Proctor's Theatre"
7671;"2020-10-14 04:36:30";"20 Lincoln Center";"New York";"NY";"";0;0;0;"New York State Theatre"
7698;"2020-10-14 04:36:30";"513 13th Street NW";"Washington";"DC";"20004";0;0;0;"Warner Theatre"
7738;"2020-10-14 04:36:30";"The American Tobacco District 123 Vivian Street";"Durham";"NC";"27701";0;0;0;"Durham Performing Arts Center"
7812;"2020-10-14 04:36:30";"126 Second Avenue";"New York";"NY";"10003";0;0;347;"Orpheum Theatre"
7900;"2020-10-14 04:36:30";"359 West 48th St.";"New York";"NY";"10019";0;0;0;"Playhouse Theatre"
7980;"2020-10-14 04:36:30";"189 Second Avenue";"New York";"NY";"10009";0;0;1100;"Phoenix Theatre"
8051;"2020-10-14 04:36:30";"124 W. 43rd St.";"New York";"NY";"10036";0;0;1055;"Stephen Sondheim Theatre"
8150;"2020-10-14 04:36:30";"213 W. 42nd St.";"New York";"NY";"10036";0;0;1829;"Foxwoods Theatre"
8280;"2020-10-14 04:36:30";"417 W. Magnolia";"Fort Collins";"CO";"80521";0;0;0;"Lincoln Center"
