year,season,season_link,winner,director,director_link,production,production_link
1993,47th Tony Awards,/wiki/47th_Tony_Awards,False,Harold Prince,https://en.wikipedia.org/wiki/Harold_Prince,Kiss of the Spider Woman†,https://en.wikipedia.org/wiki/Kiss_of_the_Spider_Woman_(musical)
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,Robert Jess Roth,,Beauty and the Beast,https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(musical)
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,James Lapine,https://en.wikipedia.org/wiki/James_Lapine,Passion†,https://en.wikipedia.org/wiki/Passion_(musical)
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,Scott Ellis,https://en.wikipedia.org/wiki/Scott_Ellis,She Loves Me,https://en.wikipedia.org/wiki/She_Loves_Me
1994,48th Tony Awards,/wiki/48th_Tony_Awards,True,Nicholas Hytner,https://en.wikipedia.org/wiki/Nicholas_Hytner,Carousel*,https://en.wikipedia.org/wiki/Carousel_(musical)
1995,49th Tony Awards,/wiki/49th_Tony_Awards,True,Harold Prince,https://en.wikipedia.org/wiki/Harold_Prince,Show Boat*,https://en.wikipedia.org/wiki/Show_Boat
1995,49th Tony Awards,/wiki/49th_Tony_Awards,False,Des McAnuff,https://en.wikipedia.org/wiki/Des_McAnuff,How to Succeed in Business Without Really Trying,https://en.wikipedia.org/wiki/How_to_Succeed_in_Business_Without_Really_Trying_(musical)
1995,49th Tony Awards,/wiki/49th_Tony_Awards,False,Trevor Nunn,https://en.wikipedia.org/wiki/Trevor_Nunn,Sunset Boulevard†,https://en.wikipedia.org/wiki/Sunset_Boulevard_(musical)
1995,49th Tony Awards,/wiki/49th_Tony_Awards,False,Jerry Zaks,https://en.wikipedia.org/wiki/Jerry_Zaks,Smokey Joe's Cafe,https://en.wikipedia.org/wiki/Smokey_Joe%27s_Cafe
1996,50th Tony Awards,/wiki/50th_Tony_Awards,True,George C. Wolfe,https://en.wikipedia.org/wiki/George_C._Wolfe,"Bring in 'da Noise, Bring in 'da Funk","https://en.wikipedia.org/wiki/Bring_in_%27da_Noise,_Bring_in_%27da_Funk"
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,Michael Greif,https://en.wikipedia.org/wiki/Michael_Greif,Rent†,https://en.wikipedia.org/wiki/Rent_(musical)
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,Christopher Renshaw,https://en.wikipedia.org/wiki/Christopher_Renshaw,The King and I*,https://en.wikipedia.org/wiki/The_King_and_I
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,Jerry Zaks,https://en.wikipedia.org/wiki/Jerry_Zaks,A Funny Thing Happened on the Way to the Forum,https://en.wikipedia.org/wiki/A_Funny_Thing_Happened_on_the_Way_to_the_Forum
1997,51st Tony Awards,/wiki/51st_Tony_Awards,True,Walter Bobbie,https://en.wikipedia.org/wiki/Walter_Bobbie,Chicago*,https://en.wikipedia.org/wiki/Chicago_(musical)
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,Michael Blakemore,https://en.wikipedia.org/wiki/Michael_Blakemore,The Life,https://en.wikipedia.org/wiki/The_Life_(musical)
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,Scott Ellis,https://en.wikipedia.org/wiki/Scott_Ellis,Steel Pier,https://en.wikipedia.org/wiki/Steel_Pier_(musical)
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,Julie Taymor,https://en.wikipedia.org/wiki/Julie_Taymor,Juan Darién,https://en.wikipedia.org/wiki/Juan_Dari%C3%A9n:_A_Carnival_Mass_(score)
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,Rob MarshallandSam Mendes,https://en.wikipedia.org/wiki/Rob_Marshall,Cabaret*,https://en.wikipedia.org/wiki/Cabaret_(musical)
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,Frank Galati,https://en.wikipedia.org/wiki/Frank_Galati,Ragtime,https://en.wikipedia.org/wiki/Ragtime_(musical)
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,Scott Ellis,https://en.wikipedia.org/wiki/Scott_Ellis,1776,https://en.wikipedia.org/wiki/1776_(musical)
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,True,Julie Taymor,https://en.wikipedia.org/wiki/Julie_Taymor,The Lion King†,https://en.wikipedia.org/wiki/The_Lion_King_(musical)
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,True,Matthew Bourne,https://en.wikipedia.org/wiki/Matthew_Bourne,Swan Lake,https://en.wikipedia.org/wiki/Swan_Lake_(Bourne)
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Richard Maltby Jr.andAnn Reinking,https://en.wikipedia.org/wiki/Richard_Maltby_Jr.,Fosse†,https://en.wikipedia.org/wiki/Fosse_(musical)
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Michael Mayer,https://en.wikipedia.org/wiki/Michael_Mayer_(director),"You're a Good Man, Charlie Brown","https://en.wikipedia.org/wiki/You%27re_a_Good_Man,_Charlie_Brown"
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Harold Prince,https://en.wikipedia.org/wiki/Harold_Prince,Parade,https://en.wikipedia.org/wiki/Parade_(musical)
2000,54th Tony Awards,/wiki/54th_Tony_Awards,True,Michael Blakemore,https://en.wikipedia.org/wiki/Michael_Blakemore,"Kiss Me, Kate*","https://en.wikipedia.org/wiki/Kiss_Me,_Kate"
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,Susan Stroman,https://en.wikipedia.org/wiki/Susan_Stroman,Contact†,https://en.wikipedia.org/wiki/Contact_(musical)
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,Susan Stroman,https://en.wikipedia.org/wiki/Susan_Stroman,The Music Man,https://en.wikipedia.org/wiki/The_Music_Man
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,Lynne Taylor-Corbett,https://en.wikipedia.org/wiki/Lynne_Taylor-Corbett,Swing!,https://en.wikipedia.org/wiki/Swing!
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,Jack O'Brien,https://en.wikipedia.org/wiki/Jack_O%27Brien_(director),The Full Monty,https://en.wikipedia.org/wiki/The_Full_Monty_(musical)
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,Mark Bramble,https://en.wikipedia.org/wiki/Mark_Bramble,42nd Street*,https://en.wikipedia.org/wiki/42nd_Street_(musical)
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,Christopher Ashley,https://en.wikipedia.org/wiki/Christopher_Ashley,The Rocky Horror Show,https://en.wikipedia.org/wiki/The_Rocky_Horror_Show
2001,55th Tony Awards,/wiki/55th_Tony_Awards,True,Susan Stroman,https://en.wikipedia.org/wiki/Susan_Stroman,The Producers†,https://en.wikipedia.org/wiki/The_Producers_(musical)
2002,56th Tony Awards,/wiki/56th_Tony_Awards,True,John Rando,https://en.wikipedia.org/wiki/John_Rando,Urinetown,https://en.wikipedia.org/wiki/Urinetown
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,James Lapine,https://en.wikipedia.org/wiki/James_Lapine,Into the Woods*,https://en.wikipedia.org/wiki/Into_the_Woods
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Michael Mayer,https://en.wikipedia.org/wiki/Michael_Mayer_(director),Thoroughly Modern Millie†,https://en.wikipedia.org/wiki/Thoroughly_Modern_Millie_(musical)
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Trevor Nunn,https://en.wikipedia.org/wiki/Trevor_Nunn,Oklahoma!,https://en.wikipedia.org/wiki/Oklahoma!
2003,57th Tony Awards,/wiki/57th_Tony_Awards,True,Jack O'Brien,https://en.wikipedia.org/wiki/Jack_O%27Brien_(director),Hairspray†,https://en.wikipedia.org/wiki/Hairspray_(musical)
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,David Leveaux,https://en.wikipedia.org/wiki/David_Leveaux,Nine*,https://en.wikipedia.org/wiki/Nine_(musical)
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Baz Luhrmann,https://en.wikipedia.org/wiki/Baz_Luhrmann,La bohème,https://en.wikipedia.org/wiki/La_boh%C3%A8me
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Twyla Tharp,https://en.wikipedia.org/wiki/Twyla_Tharp,Movin' Out,https://en.wikipedia.org/wiki/Movin%27_Out_(musical)
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Jason Moore,https://en.wikipedia.org/wiki/Jason_Moore_(director),Avenue Q†,https://en.wikipedia.org/wiki/Avenue_Q
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,George C. Wolfe,https://en.wikipedia.org/wiki/George_C._Wolfe,"Caroline, or Change","https://en.wikipedia.org/wiki/Caroline,_or_Change"
2004,58th Tony Awards,/wiki/58th_Tony_Awards,True,Joe Mantello,https://en.wikipedia.org/wiki/Joe_Mantello,Assassins*,https://en.wikipedia.org/wiki/Assassins_(musical)
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Kathleen Marshall,https://en.wikipedia.org/wiki/Kathleen_Marshall,Wonderful Town,https://en.wikipedia.org/wiki/Wonderful_Town
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Jack O'Brien,https://en.wikipedia.org/wiki/Jack_O%27Brien_(director),Dirty Rotten Scoundrels,https://en.wikipedia.org/wiki/Dirty_Rotten_Scoundrels_(musical)
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Bartlett Sher,https://en.wikipedia.org/wiki/Bartlett_Sher,The Light in the Piazza,https://en.wikipedia.org/wiki/The_Light_in_the_Piazza_(musical)
2005,59th Tony Awards,/wiki/59th_Tony_Awards,True,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,Monty Python's Spamalot†,https://en.wikipedia.org/wiki/Spamalot
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,James Lapine,https://en.wikipedia.org/wiki/James_Lapine,The 25th Annual Putnam County Spelling Bee,https://en.wikipedia.org/wiki/The_25th_Annual_Putnam_County_Spelling_Bee
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Casey Nicholaw,https://en.wikipedia.org/wiki/Casey_Nicholaw,The Drowsy Chaperone,https://en.wikipedia.org/wiki/The_Drowsy_Chaperone
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Des McAnuff,https://en.wikipedia.org/wiki/Des_McAnuff,Jersey Boys†,https://en.wikipedia.org/wiki/Jersey_Boys
2006,60th Tony Awards,/wiki/60th_Tony_Awards,True,John Doyle,https://en.wikipedia.org/wiki/John_Doyle_(director),Sweeney Todd: The Demon Barber of Fleet Street,https://en.wikipedia.org/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Kathleen Marshall,https://en.wikipedia.org/wiki/Kathleen_Marshall,The Pajama Game*,https://en.wikipedia.org/wiki/The_Pajama_Game
2007,61st Tony Awards,/wiki/61st_Tony_Awards,True,Michael Mayer,https://en.wikipedia.org/wiki/Michael_Mayer_(director),Spring Awakening†,https://en.wikipedia.org/wiki/Spring_Awakening_(musical)
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,John Doyle,https://en.wikipedia.org/wiki/John_Doyle_(director),Company*,https://en.wikipedia.org/wiki/Company_(musical)
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Scott Ellis,https://en.wikipedia.org/wiki/Scott_Ellis,Curtains,https://en.wikipedia.org/wiki/Curtains_(musical)
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Michael Greif,https://en.wikipedia.org/wiki/Michael_Greif,Grey Gardens,https://en.wikipedia.org/wiki/Grey_Gardens_(musical)
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,True,Bartlett Sher,https://en.wikipedia.org/wiki/Bartlett_Sher,South Pacific*,https://en.wikipedia.org/wiki/South_Pacific_(musical)
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Sam Buntrock,https://en.wikipedia.org/wiki/Sam_Buntrock,Sunday in the Park with George,https://en.wikipedia.org/wiki/Sunday_in_the_Park_with_George
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Thomas Kail,https://en.wikipedia.org/wiki/Thomas_Kail,In the Heights†,https://en.wikipedia.org/wiki/In_the_Heights
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Arthur Laurents,https://en.wikipedia.org/wiki/Arthur_Laurents,Gypsy,https://en.wikipedia.org/wiki/Gypsy_(musical)
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Diane Paulus,https://en.wikipedia.org/wiki/Diane_Paulus,Hair*,https://en.wikipedia.org/wiki/Hair_(musical)
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,True,Stephen Daldry,https://en.wikipedia.org/wiki/Stephen_Daldry,Billy Elliot the Musical†,https://en.wikipedia.org/wiki/Billy_Elliot_the_Musical
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Michael Greif,https://en.wikipedia.org/wiki/Michael_Greif,Next to Normal,https://en.wikipedia.org/wiki/Next_to_Normal
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Kristin Hanggi,https://en.wikipedia.org/wiki/Kristin_Hanggi,Rock of Ages,https://en.wikipedia.org/wiki/Rock_of_Ages_(musical)
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Bill T. Jones,https://en.wikipedia.org/wiki/Bill_T._Jones,Fela!,https://en.wikipedia.org/wiki/Fela!
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Marcia Milgrom Dodge,https://en.wikipedia.org/wiki/Marcia_Milgrom_Dodge,Ragtime,https://en.wikipedia.org/wiki/Ragtime_(musical)
2010,64th Tony Awards,/wiki/64th_Tony_Awards,True,Terry Johnson,https://en.wikipedia.org/wiki/Terry_Johnson_(dramatist),La Cage aux Folles*,https://en.wikipedia.org/wiki/La_Cage_aux_Folles_(musical)
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Christopher Ashley,https://en.wikipedia.org/wiki/Christopher_Ashley,Memphis†,https://en.wikipedia.org/wiki/Memphis_(musical)
2011,65th Tony Awards,/wiki/65th_Tony_Awards,True,Casey NicholawandTrey Parker,https://en.wikipedia.org/wiki/Casey_Nicholaw,The Book of Mormon†,https://en.wikipedia.org/wiki/The_Book_of_Mormon_(musical)
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Rob Ashford,https://en.wikipedia.org/wiki/Rob_Ashford,How to Succeed in Business Without Really Trying,https://en.wikipedia.org/wiki/How_to_Succeed_in_Business_Without_Really_Trying_(musical)
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Kathleen Marshall,https://en.wikipedia.org/wiki/Kathleen_Marshall,Anything Goes*,https://en.wikipedia.org/wiki/Anything_Goes
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Susan Stroman,https://en.wikipedia.org/wiki/Susan_Stroman,The Scottsboro Boys,https://en.wikipedia.org/wiki/The_Scottsboro_Boys_(musical)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Kathleen Marshall,https://en.wikipedia.org/wiki/Kathleen_Marshall,Nice Work If You Can Get It,https://en.wikipedia.org/wiki/Nice_Work_If_You_Can_Get_It_(musical)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,True,John Tiffany,https://en.wikipedia.org/wiki/John_Tiffany,Once†,https://en.wikipedia.org/wiki/Once_(musical)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Jeff Calhoun,https://en.wikipedia.org/wiki/Jeff_Calhoun_(choreographer),Newsies,https://en.wikipedia.org/wiki/Newsies_(musical)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Diane Paulus,https://en.wikipedia.org/wiki/Diane_Paulus,Porgy and Bess*,https://en.wikipedia.org/wiki/Porgy_and_Bess
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Matthew Warchus,https://en.wikipedia.org/wiki/Matthew_Warchus,Matilda the Musical,https://en.wikipedia.org/wiki/Matilda_the_Musical
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Jerry Mitchell,https://en.wikipedia.org/wiki/Jerry_Mitchell,Kinky Boots†,https://en.wikipedia.org/wiki/Kinky_Boots_(musical)
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Scott Ellis,https://en.wikipedia.org/wiki/Scott_Ellis,The Mystery of Edwin Drood,https://en.wikipedia.org/wiki/Drood
2013,67th Tony Awards,/wiki/67th_Tony_Awards,True,Diane Paulus,https://en.wikipedia.org/wiki/Diane_Paulus,Pippin*,https://en.wikipedia.org/wiki/Pippin_(musical)
2014,68th Tony Awards,/wiki/68th_Tony_Awards,True,Darko Tresnjak,https://en.wikipedia.org/wiki/Darko_Tresnjak,A Gentleman's Guide to Love and Murder†,https://en.wikipedia.org/wiki/A_Gentleman%27s_Guide_to_Love_and_Murder
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Warren Carlyle,https://en.wikipedia.org/wiki/Warren_Carlyle,After Midnight,https://en.wikipedia.org/wiki/After_Midnight_(musical)
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Michael Mayer,https://en.wikipedia.org/wiki/Michael_Mayer_(director),Hedwig and the Angry Inch*,https://en.wikipedia.org/wiki/Hedwig_and_the_Angry_Inch_(musical)
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Leigh Silverman,https://en.wikipedia.org/wiki/Leigh_Silverman,Violet,https://en.wikipedia.org/wiki/Violet_(musical)
2015,69th Tony Awards,/wiki/69th_Tony_Awards,True,Sam Gold,https://en.wikipedia.org/wiki/Sam_Gold,Fun Home†,https://en.wikipedia.org/wiki/Fun_Home_(musical)
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Casey Nicholaw,https://en.wikipedia.org/wiki/Casey_Nicholaw,Something Rotten!,https://en.wikipedia.org/wiki/Something_Rotten!
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,John Rando,https://en.wikipedia.org/wiki/John_Rando,On the Town,https://en.wikipedia.org/wiki/On_the_Town_(musical)
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Bartlett Sher,https://en.wikipedia.org/wiki/Bartlett_Sher,The King and I*,https://en.wikipedia.org/wiki/The_King_and_I
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Christopher Wheeldon,https://en.wikipedia.org/wiki/Christopher_Wheeldon,An American in Paris,https://en.wikipedia.org/wiki/An_American_in_Paris_(musical)
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,George C. Wolfe,https://en.wikipedia.org/wiki/George_C._Wolfe,Shuffle Along,"https://en.wikipedia.org/wiki/Shuffle_Along,_or,_the_Making_of_the_Musical_Sensation_of_1921_and_All_That_Followed"
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Scott Ellis,https://en.wikipedia.org/wiki/Scott_Ellis,She Loves Me,https://en.wikipedia.org/wiki/She_Loves_Me
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,John Doyle,https://en.wikipedia.org/wiki/John_Doyle_(director),The Color Purple*,https://en.wikipedia.org/wiki/The_Color_Purple_(musical)
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Michael Arden,https://en.wikipedia.org/wiki/Michael_Arden,Spring Awakening,https://en.wikipedia.org/wiki/Spring_Awakening_(musical)
2016,70th Tony Awards,/wiki/70th_Tony_Awards,True,Thomas Kail,https://en.wikipedia.org/wiki/Thomas_Kail,Hamilton†,https://en.wikipedia.org/wiki/Hamilton_(musical)
2017,71st Tony Awards,/wiki/71st_Tony_Awards,True,Christopher Ashley,https://en.wikipedia.org/wiki/Christopher_Ashley,Come from Away,https://en.wikipedia.org/wiki/Come_from_Away
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Michael Greif,https://en.wikipedia.org/wiki/Michael_Greif,Dear Evan Hansen†,https://en.wikipedia.org/wiki/Dear_Evan_Hansen
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Rachel Chavkin,https://en.wikipedia.org/wiki/Rachel_Chavkin,"Natasha, Pierre & The Great Comet of 1812","https://en.wikipedia.org/wiki/Natasha,_Pierre_%26_The_Great_Comet_of_1812"
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Matthew Warchus,https://en.wikipedia.org/wiki/Matthew_Warchus,Groundhog Day,https://en.wikipedia.org/wiki/Groundhog_Day_(musical)
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Jerry Zaks,https://en.wikipedia.org/wiki/Jerry_Zaks,"Hello, Dolly!*","https://en.wikipedia.org/wiki/Hello,_Dolly!_(musical)"
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,True,David Cromer,https://en.wikipedia.org/wiki/David_Cromer,The Band's Visit†,https://en.wikipedia.org/wiki/The_Band%27s_Visit_(musical)
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Michael Arden,https://en.wikipedia.org/wiki/Michael_Arden,Once on This Island*,https://en.wikipedia.org/wiki/Once_on_This_Island
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Tina Landau,https://en.wikipedia.org/wiki/Tina_Landau,SpongeBob SquarePants,https://en.wikipedia.org/wiki/SpongeBob_SquarePants_(musical)
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Casey Nicholaw,https://en.wikipedia.org/wiki/Casey_Nicholaw,Mean Girls,https://en.wikipedia.org/wiki/Mean_Girls_(musical)
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Bartlett Sher,https://en.wikipedia.org/wiki/Bartlett_Sher,My Fair Lady,https://en.wikipedia.org/wiki/My_Fair_Lady
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Daniel Fish,https://en.wikipedia.org/wiki/Daniel_Fish,Oklahoma!*,https://en.wikipedia.org/wiki/Oklahoma!
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Des McAnuff,https://en.wikipedia.org/wiki/Des_McAnuff,Ain't Too Proud,https://en.wikipedia.org/wiki/Ain%27t_Too_Proud
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,True,Rachel Chavkin,https://en.wikipedia.org/wiki/Rachel_Chavkin,Hadestown†,https://en.wikipedia.org/wiki/Hadestown
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Scott Ellis,https://en.wikipedia.org/wiki/Scott_Ellis,Tootsie,https://en.wikipedia.org/wiki/Tootsie_(musical)
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Casey Nicholaw,https://en.wikipedia.org/wiki/Casey_Nicholaw,The Prom,https://en.wikipedia.org/wiki/The_Prom_(musical)
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,Diane Paulus,https://en.wikipedia.org/wiki/Diane_Paulus,Jagged Little Pill,https://en.wikipedia.org/wiki/Jagged_Little_Pill_(musical)
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,Phyllida Lloyd,https://en.wikipedia.org/wiki/Phyllida_Lloyd,Tina: The Tina Turner Musical,https://en.wikipedia.org/wiki/Tina_(musical)
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,Alex Timbers,https://en.wikipedia.org/wiki/Alex_Timbers,Moulin Rouge! The Musical,https://en.wikipedia.org/wiki/Moulin_Rouge!_(musical)
