year,season,season_link,winner,designer,designer_link,production,production_link,award type
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Kenneth Posner,https://en.wikipedia.org/wiki/Kenneth_Posner,Hairspray,https://en.wikipedia.org/wiki/Hairspray_(musical),Best Lighting Design
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Brian MacDevitt,https://en.wikipedia.org/wiki/Brian_MacDevitt,"Henry IV, Part 1andPart 2","https://en.wikipedia.org/wiki/Henry_IV,_Part_1",Best Lighting Design
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Brian MacDevitt,https://en.wikipedia.org/wiki/Brian_MacDevitt,Fiddler on the Roof,https://en.wikipedia.org/wiki/Fiddler_on_the_Roof,Best Lighting Design
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Kenneth Posner,https://en.wikipedia.org/wiki/Kenneth_Posner,Wicked,https://en.wikipedia.org/wiki/Wicked_(musical),Best Lighting Design
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,,,,,Best Lighting Design
2004,58th Tony Awards,/wiki/58th_Tony_Awards,True,Peggy EisenhauerandJules Fisher,https://en.wikipedia.org/wiki/Peggy_Eisenhauer,Assassins,https://en.wikipedia.org/wiki/Assassins_(musical),Best Lighting Design
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,,,,,Best Lighting Design
2005,59th Tony Awards,/wiki/59th_Tony_Awards,True,Brian MacDevitt,https://en.wikipedia.org/wiki/Brian_MacDevitt,The Pillowman,https://en.wikipedia.org/wiki/The_Pillowman,Best Lighting Designfor a Play
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Pat Collins,https://en.wikipedia.org/wiki/Pat_Collins_(lighting_designer),Doubt: A Parable,https://en.wikipedia.org/wiki/Doubt:_A_Parable,Best Lighting Designfor a Play
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Donald Holder,https://en.wikipedia.org/wiki/Donald_Holder,A Streetcar Named Desire,https://en.wikipedia.org/wiki/A_Streetcar_Named_Desire_(play),Best Lighting Designfor a Play
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Donald Holder,https://en.wikipedia.org/wiki/Donald_Holder,Gem of the Ocean,https://en.wikipedia.org/wiki/Gem_of_the_Ocean,Best Lighting Designfor a Play
2005,59th Tony Awards,/wiki/59th_Tony_Awards,True,Christopher Akerlind,https://en.wikipedia.org/wiki/Christopher_Akerlind,The Light in the Piazza,https://en.wikipedia.org/wiki/The_Light_in_the_Piazza_(musical),Best Lighting Designfor a Musical
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Mark Henderson,https://en.wikipedia.org/wiki/Mark_Henderson_(lighting_designer),Chitty Chitty Bang Bang,https://en.wikipedia.org/wiki/Chitty_Chitty_Bang_Bang_(musical),Best Lighting Designfor a Musical
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Kenneth Posner,https://en.wikipedia.org/wiki/Kenneth_Posner,Dirty Rotten Scoundrels,https://en.wikipedia.org/wiki/Dirty_Rotten_Scoundrels_(musical),Best Lighting Designfor a Musical
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Hugh Vanstone,https://en.wikipedia.org/wiki/Hugh_Vanstone,Monty Python's Spamalot,https://en.wikipedia.org/wiki/Spamalot,Best Lighting Designfor a Musical
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Brian MacDevitt,https://en.wikipedia.org/wiki/Brian_MacDevitt,The Color Purple,https://en.wikipedia.org/wiki/The_Color_Purple_(musical),Best Lighting Designfor a Musical
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Natasha Katz,https://en.wikipedia.org/wiki/Natasha_Katz,Tarzan,https://en.wikipedia.org/wiki/Tarzan_(musical),Best Lighting Designfor a Musical
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Ken Billingtonand Brian Monahan,https://en.wikipedia.org/wiki/Ken_Billington,The Drowsy Chaperone,https://en.wikipedia.org/wiki/The_Drowsy_Chaperone,Best Lighting Designfor a Musical
2006,60th Tony Awards,/wiki/60th_Tony_Awards,True,Howell Binkley,https://en.wikipedia.org/wiki/Howell_Binkley,Jersey Boys,https://en.wikipedia.org/wiki/Jersey_Boys,Best Lighting Designfor a Musical
2006,60th Tony Awards,/wiki/60th_Tony_Awards,True,Mark Henderson,https://en.wikipedia.org/wiki/Mark_Henderson_(lighting_designer),The History Boys,https://en.wikipedia.org/wiki/The_History_Boys,Best Lighting Designfor a Play
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Paul Gallo,https://en.wikipedia.org/wiki/Paul_Gallo,Three Days of Rain,https://en.wikipedia.org/wiki/Three_Days_of_Rain,Best Lighting Designfor a Play
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Christopher Akerlind,https://en.wikipedia.org/wiki/Christopher_Akerlind,Awake and Sing!,https://en.wikipedia.org/wiki/Awake_and_Sing!,Best Lighting Designfor a Play
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Mark Henderson,https://en.wikipedia.org/wiki/Mark_Henderson_(lighting_designer),Faith Healer,https://en.wikipedia.org/wiki/Faith_Healer,Best Lighting Designfor a Play
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Christopher Akerlind,https://en.wikipedia.org/wiki/Christopher_Akerlind,110 in the Shade,https://en.wikipedia.org/wiki/110_in_the_Shade,Best Lighting Designfor a Musical
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Peter Kaczorowski,https://en.wikipedia.org/wiki/Peter_Kaczorowski,Grey Gardens,https://en.wikipedia.org/wiki/Grey_Gardens_(musical),Best Lighting Designfor a Musical
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Howard Harrison,,Mary Poppins,https://en.wikipedia.org/wiki/Mary_Poppins_(musical),Best Lighting Designfor a Musical
2007,61st Tony Awards,/wiki/61st_Tony_Awards,True,Kevin Adams,https://en.wikipedia.org/wiki/Kevin_Adams,Spring Awakening,https://en.wikipedia.org/wiki/Spring_Awakening_(musical),Best Lighting Designfor a Musical
2007,61st Tony Awards,/wiki/61st_Tony_Awards,True,"Natasha Katz,Brian MacDevittandKenneth Posner",https://en.wikipedia.org/wiki/Natasha_Katz,The Coast of Utopia,https://en.wikipedia.org/wiki/The_Coast_of_Utopia,Best Lighting Designfor a Play
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Brian MacDevitt,https://en.wikipedia.org/wiki/Brian_MacDevitt,Inherit the Wind,https://en.wikipedia.org/wiki/Inherit_the_Wind_(play),Best Lighting Designfor a Play
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Paule Constable,https://en.wikipedia.org/wiki/Paule_Constable,Coram Boy,https://en.wikipedia.org/wiki/Coram_Boy_(play),Best Lighting Designfor a Play
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Jason Taylor,,Journey's End,https://en.wikipedia.org/wiki/Journey%27s_End,Best Lighting Designfor a Play
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,True,Kevin Adams,https://en.wikipedia.org/wiki/Kevin_Adams,The 39 Steps,https://en.wikipedia.org/wiki/The_39_Steps_(play),Best Lighting Designfor a Play
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Howard Harrison,,Macbeth,https://en.wikipedia.org/wiki/Macbeth,Best Lighting Designfor a Play
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Donald Holder,https://en.wikipedia.org/wiki/Donald_Holder,Les Liaisons Dangereuses,https://en.wikipedia.org/wiki/Les_Liaisons_Dangereuses_(Hampton_play),Best Lighting Designfor a Play
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Ann G. Wrightson,,August: Osage County,https://en.wikipedia.org/wiki/August:_Osage_County,Best Lighting Designfor a Play
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,True,Donald Holder,https://en.wikipedia.org/wiki/Donald_Holder,South Pacific,https://en.wikipedia.org/wiki/South_Pacific_(musical),Best Lighting Designfor a Musical
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Ken Billington,https://en.wikipedia.org/wiki/Ken_Billington,Sunday in the Park with George,https://en.wikipedia.org/wiki/Sunday_in_the_Park_with_George,Best Lighting Designfor a Musical
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Howell Binkley,https://en.wikipedia.org/wiki/Howell_Binkley,In the Heights,https://en.wikipedia.org/wiki/In_the_Heights,Best Lighting Designfor a Musical
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Natasha Katz,https://en.wikipedia.org/wiki/Natasha_Katz,The Little Mermaid,https://en.wikipedia.org/wiki/The_Little_Mermaid_(musical),Best Lighting Designfor a Musical
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Kevin Adams,https://en.wikipedia.org/wiki/Kevin_Adams,Hair,https://en.wikipedia.org/wiki/Hair_(musical),Best Lighting Designfor a Musical
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Howell Binkley,https://en.wikipedia.org/wiki/Howell_Binkley,West Side Story,https://en.wikipedia.org/wiki/West_Side_Story_(musical),Best Lighting Designfor a Musical
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Kevin Adams,https://en.wikipedia.org/wiki/Kevin_Adams,Next to Normal,https://en.wikipedia.org/wiki/Next_to_Normal,Best Lighting Designfor a Musical
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,True,Rick Fisher,https://en.wikipedia.org/wiki/Rick_Fisher_(lighting_designer),Billy Elliot the Musical,https://en.wikipedia.org/wiki/Billy_Elliot_the_Musical,Best Lighting Designfor a Musical
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Hugh Vanstone,https://en.wikipedia.org/wiki/Hugh_Vanstone,Mary Stuart,https://en.wikipedia.org/wiki/Mary_Stuart_(play),Best Lighting Designfor a Play
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,David Lander,,33 Variations,https://en.wikipedia.org/wiki/33_Variations,Best Lighting Designfor a Play
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,David Hersey,https://en.wikipedia.org/wiki/David_Hersey,Equus,https://en.wikipedia.org/wiki/Equus_(play),Best Lighting Designfor a Play
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,True,Brian MacDevitt,https://en.wikipedia.org/wiki/Brian_MacDevitt,Joe Turner's Come and Gone,https://en.wikipedia.org/wiki/Joe_Turner%27s_Come_and_Gone,Best Lighting Designfor a Play
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Robert Wierzel,https://en.wikipedia.org/wiki/Robert_Wierzel,Fela!,https://en.wikipedia.org/wiki/Fela!,Best Lighting Design for a Musical
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Nick Richings,,La Cage aux Folles,https://en.wikipedia.org/wiki/La_Cage_aux_Folles_(musical),Best Lighting Design for a Musical
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Donald Holder,https://en.wikipedia.org/wiki/Donald_Holder,Ragtime,https://en.wikipedia.org/wiki/Ragtime,Best Lighting Design for a Musical
2010,64th Tony Awards,/wiki/64th_Tony_Awards,True,Kevin Adams,https://en.wikipedia.org/wiki/Kevin_Adams,American Idiot,https://en.wikipedia.org/wiki/American_Idiot_(musical),Best Lighting Design for a Musical
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Lighting Design for a Musical,,Lighting Design for a Musical,,Lighting Design for a Musical
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Mark Henderson,https://en.wikipedia.org/wiki/Mark_Henderson_(lighting_designer),ENRON,https://en.wikipedia.org/wiki/Enron_(play),Best Lighting Design for a Play
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Neil Austin,,Hamlet,https://en.wikipedia.org/wiki/Hamlet,Best Lighting Design for a Play
2010,64th Tony Awards,/wiki/64th_Tony_Awards,True,Neil Austin,,Red,https://en.wikipedia.org/wiki/Red_(play),Best Lighting Design for a Play
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Lighting Design for a Play,,Lighting Design for a Play,,Lighting Design for a Play
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Brian MacDevitt,https://en.wikipedia.org/wiki/Brian_MacDevitt,Fences,https://en.wikipedia.org/wiki/Fences_(play),Best Lighting Design for a Play
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Ken Billington,https://en.wikipedia.org/wiki/Ken_Billington,The Scottsboro Boys,https://en.wikipedia.org/wiki/The_Scottsboro_Boys_(musical),Best Lighting Design for a Musical
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Peter Kaczorowski,https://en.wikipedia.org/wiki/Peter_Kaczorowski,Anything Goes,https://en.wikipedia.org/wiki/Anything_Goes,Best Lighting Design for a Musical
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Howell Binkley,https://en.wikipedia.org/wiki/Howell_Binkley,How to Succeed in Business Without Really Trying,https://en.wikipedia.org/wiki/How_to_Succeed_in_Business_Without_Really_Trying,Best Lighting Design for a Musical
2011,65th Tony Awards,/wiki/65th_Tony_Awards,True,Brian MacDevitt,https://en.wikipedia.org/wiki/Brian_MacDevitt,The Book of Mormon,https://en.wikipedia.org/wiki/The_Book_of_Mormon_(musical),Best Lighting Design for a Musical
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Lighting Design for a Musical,,Lighting Design for a Musical,,Lighting Design for a Musical
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Kenneth Posner,https://en.wikipedia.org/wiki/Kenneth_Posner,The Merchant of Venice,https://en.wikipedia.org/wiki/The_Merchant_of_Venice,Best Lighting Design for a Play
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,David Lander,,Bengal Tiger at the Baghdad Zoo,https://en.wikipedia.org/wiki/Bengal_Tiger_at_the_Baghdad_Zoo,Best Lighting Design for a Play
2011,65th Tony Awards,/wiki/65th_Tony_Awards,True,Paule Constable,https://en.wikipedia.org/wiki/Paule_Constable,War Horse,https://en.wikipedia.org/wiki/War_Horse_(play),Best Lighting Design for a Play
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Lighting Design for a Play,,Lighting Design for a Play,,Lighting Design for a Play
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Mimi Jordan Sherin,,Jerusalem,https://en.wikipedia.org/wiki/Jerusalem_(play),Best Lighting Design for a Play
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Kenneth Posner,https://en.wikipedia.org/wiki/Kenneth_Posner,Other Desert Cities,https://en.wikipedia.org/wiki/Other_Desert_Cities,Best Lighting Design for a Play
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Lighting Design for a Play,,Lighting Design for a Play,,Lighting Design for a Play
2012,66th Tony Awards,/wiki/66th_Tony_Awards,True,Jeff Croiter,,Peter and the Starcatcher,https://en.wikipedia.org/wiki/Peter_and_the_Starcatcher_(play),Best Lighting Design for a Play
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Peter Kaczorowski,https://en.wikipedia.org/wiki/Peter_Kaczorowski,The Road to Mecca,https://en.wikipedia.org/wiki/The_Road_to_Mecca_(play),Best Lighting Design for a Play
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Brian MacDevitt,https://en.wikipedia.org/wiki/Brian_MacDevitt,Death of a Salesman,https://en.wikipedia.org/wiki/Death_of_a_Salesman,Best Lighting Design for a Play
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Lighting Design for a Musical,,Lighting Design for a Musical,,Lighting Design for a Musical
2012,66th Tony Awards,/wiki/66th_Tony_Awards,True,Natasha Katz,https://en.wikipedia.org/wiki/Natasha_Katz,Once,https://en.wikipedia.org/wiki/Once_(musical),Best Lighting Design for a Musical
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Christopher Akerlind,https://en.wikipedia.org/wiki/Christopher_Akerlind,Porgy and Bess,https://en.wikipedia.org/wiki/Porgy_and_Bess,Best Lighting Design for a Musical
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Natasha Katz,https://en.wikipedia.org/wiki/Natasha_Katz,Follies,https://en.wikipedia.org/wiki/Follies,Best Lighting Design for a Musical
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Hugh Vanstone,https://en.wikipedia.org/wiki/Hugh_Vanstone,Ghost the Musical,https://en.wikipedia.org/wiki/Ghost_the_Musical,Best Lighting Design for a Musical
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Kenneth Posner,https://en.wikipedia.org/wiki/Kenneth_Posner,Kinky Boots,https://en.wikipedia.org/wiki/Kinky_Boots_(musical),Best Lighting Design for a Musical
2013,67th Tony Awards,/wiki/67th_Tony_Awards,True,Hugh Vanstone,https://en.wikipedia.org/wiki/Hugh_Vanstone,Matilda the Musical,https://en.wikipedia.org/wiki/Matilda_the_Musical,Best Lighting Design for a Musical
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Kenneth Posner,https://en.wikipedia.org/wiki/Kenneth_Posner,Rodgers and Hammerstein's Cinderella,https://en.wikipedia.org/wiki/Cinderella_(2013_Broadway_production),Best Lighting Design for a Musical
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Kenneth Posner,https://en.wikipedia.org/wiki/Kenneth_Posner,Pippin,https://en.wikipedia.org/wiki/Pippin_(musical),Best Lighting Design for a Musical
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Lighting Design for a Musical,,Lighting Design for a Musical,,Lighting Design for a Musical
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Lighting Design for a Play,,Lighting Design for a Play,,Lighting Design for a Play
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Jennifer Tipton,https://en.wikipedia.org/wiki/Jennifer_Tipton,The Testament of Mary,https://en.wikipedia.org/wiki/The_Testament_of_Mary_(play),Best Lighting Design for a Play
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Donald Holder,https://en.wikipedia.org/wiki/Donald_Holder,Golden Boy,https://en.wikipedia.org/wiki/Golden_Boy_(play),Best Lighting Design for a Play
2013,67th Tony Awards,/wiki/67th_Tony_Awards,True,Peggy EisenhauerandJules Fisher,https://en.wikipedia.org/wiki/Peggy_Eisenhauer,Lucky Guy,https://en.wikipedia.org/wiki/Lucky_Guy_(play),Best Lighting Design for a Play
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Japhy Weideman,,The Nance,https://en.wikipedia.org/wiki/The_Nance,Best Lighting Design for a Play
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Howell Binkley,https://en.wikipedia.org/wiki/Howell_Binkley,After Midnight,https://en.wikipedia.org/wiki/After_Midnight_(musical),Best Lighting Design for a Musical
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Christopher Akerlind,https://en.wikipedia.org/wiki/Christopher_Akerlind,Rocky the Musical,https://en.wikipedia.org/wiki/Rocky_the_Musical,Best Lighting Design for a Musical
2014,68th Tony Awards,/wiki/68th_Tony_Awards,True,Kevin Adams,https://en.wikipedia.org/wiki/Kevin_Adams,Hedwig and the Angry Inch,https://en.wikipedia.org/wiki/Hedwig_and_the_Angry_Inch_(musical),Best Lighting Design for a Musical
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Lighting Design for a Musical,,Lighting Design for a Musical,,Lighting Design for a Musical
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Donald Holder,https://en.wikipedia.org/wiki/Donald_Holder,The Bridges of Madison County,https://en.wikipedia.org/wiki/The_Bridges_of_Madison_County_(musical),Best Lighting Design for a Musical
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Jane Cox,,Machinal,https://en.wikipedia.org/wiki/Machinal,Best Lighting Design for a Play
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Paule Constable,https://en.wikipedia.org/wiki/Paule_Constable,The Cripple of Inishmaan,https://en.wikipedia.org/wiki/The_Cripple_of_Inishmaan,Best Lighting Design for a Play
2014,68th Tony Awards,/wiki/68th_Tony_Awards,True,Natasha Katz,https://en.wikipedia.org/wiki/Natasha_Katz,The Glass Menagerie,https://en.wikipedia.org/wiki/The_Glass_Menagerie,Best Lighting Design for a Play
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Lighting Design for a Play,,Lighting Design for a Play,,Lighting Design for a Play
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Japhy Weideman,,Of Mice and Men,https://en.wikipedia.org/wiki/Of_Mice_and_Men_(play),Best Lighting Design for a Play
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Japhy Weideman,,The Visit,https://en.wikipedia.org/wiki/The_Visit_(musical),Best Lighting Design for a Musical
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Ben Stanton,,Fun Home,https://en.wikipedia.org/wiki/Fun_Home_(musical),Best Lighting Design for a Musical
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Donald Holder,https://en.wikipedia.org/wiki/Donald_Holder,The King and I,https://en.wikipedia.org/wiki/The_King_and_I,Best Lighting Design for a Musical
2015,69th Tony Awards,/wiki/69th_Tony_Awards,True,Natasha Katz,https://en.wikipedia.org/wiki/Natasha_Katz,An American in Paris,https://en.wikipedia.org/wiki/An_American_in_Paris_(musical),Best Lighting Design for a Musical
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Lighting Design for a Musical,,Lighting Design for a Musical,,Lighting Design for a Musical
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Japhy Weideman,,Airline Highway,https://en.wikipedia.org/wiki/Airline_Highway_(play),Best Lighting Design for a Play
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Paule Constableand David Plater,https://en.wikipedia.org/wiki/Paule_Constable,Wolf Hall Parts One & Two,https://en.wikipedia.org/wiki/Wolf_Hall#Adaptations,Best Lighting Design for a Play
2015,69th Tony Awards,/wiki/69th_Tony_Awards,True,Paule Constable,https://en.wikipedia.org/wiki/Paule_Constable,The Curious Incident of the Dog in the Night-Time,https://en.wikipedia.org/wiki/The_Curious_Incident_of_the_Dog_in_the_Night-Time_(play),Best Lighting Design for a Play
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Lighting Design for a Play,,Lighting Design for a Play,,Lighting Design for a Play
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Natasha Katz,https://en.wikipedia.org/wiki/Natasha_Katz,Skylight,https://en.wikipedia.org/wiki/Skylight_(play),Best Lighting Design for a Play
2016,70th Tony Awards,/wiki/70th_Tony_Awards,True,Howell Binkley,https://en.wikipedia.org/wiki/Howell_Binkley,Hamilton,https://en.wikipedia.org/wiki/Hamilton_(musical),Best Lighting Design for a Musical
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Ben Stanton,,Spring Awakening,https://en.wikipedia.org/wiki/Spring_Awakening_(musical),Best Lighting Design for a Musical
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Peggy EisenhauerandJules Fisher,https://en.wikipedia.org/wiki/Peggy_Eisenhauer,Shuffle Along,"https://en.wikipedia.org/wiki/Shuffle_Along,_or,_the_Making_of_the_Musical_Sensation_of_1921_and_All_That_Followed",Best Lighting Design for a Musical
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Lighting Design for a Musical,,Lighting Design for a Musical,,Lighting Design for a Musical
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Justin Townsend,,American Psycho,https://en.wikipedia.org/wiki/American_Psycho_(musical),Best Lighting Design for a Musical
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Jan Versweyveld,https://en.wikipedia.org/wiki/Jan_Versweyveld,A View from the Bridge,https://en.wikipedia.org/wiki/A_View_from_the_Bridge,Best Lighting Design for a Play
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Justin Townsend,,The Humans,https://en.wikipedia.org/wiki/The_Humans_(play),Best Lighting Design for a Play
2016,70th Tony Awards,/wiki/70th_Tony_Awards,True,Natasha Katz,https://en.wikipedia.org/wiki/Natasha_Katz,Long Day's Journey into Night,https://en.wikipedia.org/wiki/Long_Day%27s_Journey_into_Night,Best Lighting Design for a Play
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Lighting Design for a Play,,Lighting Design for a Play,,Lighting Design for a Play
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Jan Versweyveld,https://en.wikipedia.org/wiki/Jan_Versweyveld,The Crucible,https://en.wikipedia.org/wiki/The_Crucible,Best Lighting Design for a Play
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Japhy Weideman,,Dear Evan Hansen,https://en.wikipedia.org/wiki/Dear_Evan_Hansen,Best Lighting Design for a Musical
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Natasha Katz,https://en.wikipedia.org/wiki/Natasha_Katz,"Hello, Dolly!","https://en.wikipedia.org/wiki/Hello,_Dolly!_(musical)",Best Lighting Design for a Musical
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Howell Binkley,https://en.wikipedia.org/wiki/Howell_Binkley,Come from Away,https://en.wikipedia.org/wiki/Come_from_Away,Best Lighting Design for a Musical
2017,71st Tony Awards,/wiki/71st_Tony_Awards,True,Bradley King,https://en.wikipedia.org/wiki/Bradley_King_(lighting_designer),"Natasha, Pierre & The Great Comet of 1812","https://en.wikipedia.org/wiki/Natasha,_Pierre_%26_The_Great_Comet_of_1812",Best Lighting Design for a Musical
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Lighting Design for a Musical,,Lighting Design for a Musical,,Lighting Design for a Musical
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Donald Holder,https://en.wikipedia.org/wiki/Donald_Holder,Oslo,https://en.wikipedia.org/wiki/Oslo_(play),Best Lighting Design for a Play
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Jane Cox,,Jitney,https://en.wikipedia.org/wiki/Jitney_(play),Best Lighting Design for a Play
2017,71st Tony Awards,/wiki/71st_Tony_Awards,True,Christopher Akerlind,https://en.wikipedia.org/wiki/Christopher_Akerlind,Indecent,https://en.wikipedia.org/wiki/Indecent_(play),Best Lighting Design for a Play
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Lighting Design for a Play,,Lighting Design for a Play,,Lighting Design for a Play
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Jennifer Tipton,https://en.wikipedia.org/wiki/Jennifer_Tipton,"A Doll's House, Part 2","https://en.wikipedia.org/wiki/A_Doll%27s_House,_Part_2",Best Lighting Design for a Play
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Brian MacDevitt,https://en.wikipedia.org/wiki/Brian_MacDevitt,Carousel,https://en.wikipedia.org/wiki/Carousel_(musical),Best Lighting Design for a Musical
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Donald Holder,https://en.wikipedia.org/wiki/Donald_Holder,My Fair Lady,https://en.wikipedia.org/wiki/My_Fair_Lady,Best Lighting Design for a Musical
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Peggy EisenhauerandJules Fisher,https://en.wikipedia.org/wiki/Peggy_Eisenhauer,Once on This Island,https://en.wikipedia.org/wiki/Once_on_This_Island,Best Lighting Design for a Musical
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Kevin Adams,https://en.wikipedia.org/wiki/Kevin_Adams,SpongeBob SquarePants,https://en.wikipedia.org/wiki/SpongeBob_SquarePants_(musical),Best Lighting Design for a Musical
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,True,Tyler Micoleau,,The Band's Visit,https://en.wikipedia.org/wiki/The_Band%27s_Visit_(musical),Best Lighting Design for a Musical
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Lighting Design for a Musical,,Lighting Design for a Musical,,Lighting Design for a Musical
