year,season,season_link,winner,director,director_link,production,production_link
1963,17th Tony Awards,/wiki/17th_Tony_Awards,False,John Gielgud,https://en.wikipedia.org/wiki/John_Gielgud,The School for Scandal,https://en.wikipedia.org/wiki/The_School_for_Scandal
1963,17th Tony Awards,/wiki/17th_Tony_Awards,True,Alan Schneider,https://en.wikipedia.org/wiki/Alan_Schneider,Who's Afraid of Virginia Woolf?,https://en.wikipedia.org/wiki/Who%27s_Afraid_of_Virginia_Woolf%3F
1963,17th Tony Awards,/wiki/17th_Tony_Awards,False,George Abbott,https://en.wikipedia.org/wiki/George_Abbott,Never Too Late,https://en.wikipedia.org/wiki/Never_Too_Late_(play)
1964,18th Tony Awards,/wiki/18th_Tony_Awards,True,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,Barefoot in the Park,https://en.wikipedia.org/wiki/Barefoot_in_the_Park
1964,18th Tony Awards,/wiki/18th_Tony_Awards,False,June Havoc,https://en.wikipedia.org/wiki/June_Havoc,Marathon '33,
1964,18th Tony Awards,/wiki/18th_Tony_Awards,False,Alan Schneider,https://en.wikipedia.org/wiki/Alan_Schneider,The Ballad of the Sad Café,https://en.wikipedia.org/wiki/The_Ballad_of_the_Sad_Caf%C3%A9
1964,18th Tony Awards,/wiki/18th_Tony_Awards,False,Herman Shumlin,https://en.wikipedia.org/wiki/Herman_Shumlin,The Deputy,https://en.wikipedia.org/wiki/The_Deputy
1965,19th Tony Awards,/wiki/19th_Tony_Awards,False,Alan Schneider,https://en.wikipedia.org/wiki/Alan_Schneider,Tiny Alice,https://en.wikipedia.org/wiki/Tiny_Alice
1965,19th Tony Awards,/wiki/19th_Tony_Awards,True,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,Luv,https://en.wikipedia.org/wiki/Luv_(play)
1965,19th Tony Awards,/wiki/19th_Tony_Awards,True,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,The Odd Couple,https://en.wikipedia.org/wiki/The_Odd_Couple_(play)
1965,19th Tony Awards,/wiki/19th_Tony_Awards,False,William Ball,https://en.wikipedia.org/wiki/William_Ball_(director),Tartuffe,https://en.wikipedia.org/wiki/Tartuffe
1965,19th Tony Awards,/wiki/19th_Tony_Awards,False,Ulu Grosbard,https://en.wikipedia.org/wiki/Ulu_Grosbard,The Subject Was Roses,https://en.wikipedia.org/wiki/The_Subject_Was_Roses
1966,20th Tony Awards,/wiki/20th_Tony_Awards,False,Ellis Rabb,https://en.wikipedia.org/wiki/Ellis_Rabb,You Can't Take It with You,https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(play)
1966,20th Tony Awards,/wiki/20th_Tony_Awards,False,Noel Willman,https://en.wikipedia.org/wiki/Noel_Willman,The Lion in Winter,https://en.wikipedia.org/wiki/The_Lion_in_Winter
1966,20th Tony Awards,/wiki/20th_Tony_Awards,True,Peter Brook,https://en.wikipedia.org/wiki/Peter_Brook,Marat/Sade,https://en.wikipedia.org/wiki/Marat/Sade
1966,20th Tony Awards,/wiki/20th_Tony_Awards,False,Hilton Edwards,https://en.wikipedia.org/wiki/Hilton_Edwards,"Philadelphia, Here I Come!","https://en.wikipedia.org/wiki/Philadelphia,_Here_I_Come!"
1967,21st Tony Awards,/wiki/21st_Tony_Awards,True,Peter Hall,https://en.wikipedia.org/wiki/Peter_Hall_(director),The Homecoming,https://en.wikipedia.org/wiki/The_Homecoming
1967,21st Tony Awards,/wiki/21st_Tony_Awards,False,John Dexter,https://en.wikipedia.org/wiki/John_Dexter,Black Comedy,https://en.wikipedia.org/wiki/Black_Comedy
1967,21st Tony Awards,/wiki/21st_Tony_Awards,False,Donald Driver,,Marat/Sade,https://en.wikipedia.org/wiki/Marat/Sade
1967,21st Tony Awards,/wiki/21st_Tony_Awards,False,Alan Schneider,https://en.wikipedia.org/wiki/Alan_Schneider,A Delicate Balance,https://en.wikipedia.org/wiki/A_Delicate_Balance_(play)
1968,22nd Tony Awards,/wiki/22nd_Tony_Awards,True,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,Plaza Suite,https://en.wikipedia.org/wiki/Plaza_Suite
1968,22nd Tony Awards,/wiki/22nd_Tony_Awards,False,Michael Blakemore,https://en.wikipedia.org/wiki/Michael_Blakemore,A Day in the Death of Joe Egg,https://en.wikipedia.org/wiki/A_Day_in_the_Death_of_Joe_Egg
1968,22nd Tony Awards,/wiki/22nd_Tony_Awards,False,Derek Goldby,https://en.wikipedia.org/wiki/Derek_Goldby,Rosencrantz and Guildenstern Are Dead,https://en.wikipedia.org/wiki/Rosencrantz_and_Guildenstern_Are_Dead
1968,22nd Tony Awards,/wiki/22nd_Tony_Awards,False,Alan Schneider,https://en.wikipedia.org/wiki/Alan_Schneider,You Know I Can't Hear You When the Water's Running,https://en.wikipedia.org/wiki/You_Know_I_Can%27t_Hear_You_When_the_Water%27s_Running
1969,23rd Tony Awards,/wiki/23rd_Tony_Awards,True,Peter Dews,https://en.wikipedia.org/wiki/Peter_Dews_(director),Hadrian VII,https://en.wikipedia.org/wiki/Hadrian_the_Seventh
1969,23rd Tony Awards,/wiki/23rd_Tony_Awards,False,Joseph Hardy,https://en.wikipedia.org/wiki/Joseph_Hardy_(director),"Play It Again, Sam","https://en.wikipedia.org/wiki/Play_It_Again,_Sam_(play)"
1969,23rd Tony Awards,/wiki/23rd_Tony_Awards,False,Harold Pinter,https://en.wikipedia.org/wiki/Harold_Pinter,The Man in the Glass Booth,https://en.wikipedia.org/wiki/The_Man_in_the_Glass_Booth
1969,23rd Tony Awards,/wiki/23rd_Tony_Awards,False,Michael A. Schultz,https://en.wikipedia.org/wiki/Michael_A._Schultz,Does a Tiger Wear a Necktie?,https://en.wikipedia.org/wiki/Does_a_Tiger_Wear_a_Necktie%3F
1970,24th Tony Awards,/wiki/24th_Tony_Awards,False,Robert Moore,https://en.wikipedia.org/wiki/Robert_Moore_(director),Last of the Red Hot Lovers,https://en.wikipedia.org/wiki/Last_of_the_Red_Hot_Lovers
1970,24th Tony Awards,/wiki/24th_Tony_Awards,False,Tómas Mac Anna,https://en.wikipedia.org/wiki/T%C3%B3mas_Mac_Anna,Borstal Boy,https://en.wikipedia.org/wiki/Borstal_Boy
1970,24th Tony Awards,/wiki/24th_Tony_Awards,False,Milton Katselas,https://en.wikipedia.org/wiki/Milton_Katselas,Butterflies Are Free,https://en.wikipedia.org/wiki/Butterflies_Are_Free_(play)
1970,24th Tony Awards,/wiki/24th_Tony_Awards,True,Joseph Hardy,https://en.wikipedia.org/wiki/Joseph_Hardy_(director),Child's Play,https://en.wikipedia.org/wiki/Child%27s_Play_(play)
1971,25th Tony Awards,/wiki/25th_Tony_Awards,True,Peter Brook,https://en.wikipedia.org/wiki/Peter_Brook,A Midsummer Night's Dream,https://en.wikipedia.org/wiki/A_Midsummer_Night%27s_Dream
1971,25th Tony Awards,/wiki/25th_Tony_Awards,False,Lindsay Anderson,https://en.wikipedia.org/wiki/Lindsay_Anderson,Home,https://en.wikipedia.org/wiki/Home_(play)
1971,25th Tony Awards,/wiki/25th_Tony_Awards,False,Stephen Porter,https://en.wikipedia.org/wiki/Stephen_Porter_(director),The School for Wives,https://en.wikipedia.org/wiki/The_School_for_Wives
1971,25th Tony Awards,/wiki/25th_Tony_Awards,False,Clifford Williams,https://en.wikipedia.org/wiki/Clifford_Williams_(actor),Sleuth,https://en.wikipedia.org/wiki/Sleuth_(play)
1972,26th Tony Awards,/wiki/26th_Tony_Awards,True,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,The Prisoner of Second Avenue,https://en.wikipedia.org/wiki/The_Prisoner_of_Second_Avenue
1972,26th Tony Awards,/wiki/26th_Tony_Awards,False,Jeff Bleckner,https://en.wikipedia.org/wiki/Jeff_Bleckner,Sticks and Bones,https://en.wikipedia.org/wiki/Sticks_and_Bones
1972,26th Tony Awards,/wiki/26th_Tony_Awards,False,Gordon Davidson,https://en.wikipedia.org/wiki/Gordon_Davidson_(director),The Trial of the Catsville Nine,
1972,26th Tony Awards,/wiki/26th_Tony_Awards,False,Peter Hall,https://en.wikipedia.org/wiki/Peter_Hall_(director),Old Times,https://en.wikipedia.org/wiki/Old_Times
1973,27th Tony Awards,/wiki/27th_Tony_Awards,True,A. J. Antoon,https://en.wikipedia.org/wiki/A._J._Antoon,That Championship Season,https://en.wikipedia.org/wiki/That_Championship_Season
1973,27th Tony Awards,/wiki/27th_Tony_Awards,False,A. J. Antoon,https://en.wikipedia.org/wiki/A._J._Antoon,Much Ado About Nothing,https://en.wikipedia.org/wiki/Much_Ado_About_Nothing
1973,27th Tony Awards,/wiki/27th_Tony_Awards,False,Alan Arkin,https://en.wikipedia.org/wiki/Alan_Arkin,The Sunshine Boys,https://en.wikipedia.org/wiki/The_Sunshine_Boys
1973,27th Tony Awards,/wiki/27th_Tony_Awards,False,Michael Rudman,https://en.wikipedia.org/wiki/Michael_Rudman,The Changing Room,https://en.wikipedia.org/wiki/The_Changing_Room
1974,28th Tony Awards,/wiki/28th_Tony_Awards,False,Stephen Porter,https://en.wikipedia.org/wiki/Stephen_Porter_(director),Chemin de Fer,
1974,28th Tony Awards,/wiki/28th_Tony_Awards,False,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,Uncle Vanya,https://en.wikipedia.org/wiki/Uncle_Vanya
1974,28th Tony Awards,/wiki/28th_Tony_Awards,False,Edwin Sherin,https://en.wikipedia.org/wiki/Edwin_Sherin,Find Your Way Home,
1974,28th Tony Awards,/wiki/28th_Tony_Awards,True,José Quintero,https://en.wikipedia.org/wiki/Jos%C3%A9_Quintero,A Moon for the Misbegotten,https://en.wikipedia.org/wiki/A_Moon_for_the_Misbegotten
1974,28th Tony Awards,/wiki/28th_Tony_Awards,False,Burgess Meredith,https://en.wikipedia.org/wiki/Burgess_Meredith,Ulysses in Nighttown,https://en.wikipedia.org/wiki/Ulysses_in_Nighttown
1975,29th Tony Awards,/wiki/29th_Tony_Awards,True,John Dexter,https://en.wikipedia.org/wiki/John_Dexter,Equus,https://en.wikipedia.org/wiki/Equus_(play)
1975,29th Tony Awards,/wiki/29th_Tony_Awards,False,Arvin Brown,https://en.wikipedia.org/wiki/Arvin_Brown,The National Health,https://en.wikipedia.org/wiki/The_National_Health_(play)
1975,29th Tony Awards,/wiki/29th_Tony_Awards,False,Frank Dunlop,https://en.wikipedia.org/wiki/Frank_Dunlop_(director),Scapino,https://en.wikipedia.org/wiki/Scapino_(play)
1975,29th Tony Awards,/wiki/29th_Tony_Awards,False,Ronald Eyre,https://en.wikipedia.org/wiki/Ronald_Eyre,London Assurance,https://en.wikipedia.org/wiki/London_Assurance
1975,29th Tony Awards,/wiki/29th_Tony_Awards,False,Athol Fugard,https://en.wikipedia.org/wiki/Athol_Fugard,Sizwe Banzi is DeadandThe Island,https://en.wikipedia.org/wiki/Sizwe_Banzi_is_Dead
1975,29th Tony Awards,/wiki/29th_Tony_Awards,False,Gene Saks,https://en.wikipedia.org/wiki/Gene_Saks,"Same Time, Next Year","https://en.wikipedia.org/wiki/Same_Time,_Next_Year_(play)"
1976,30th Tony Awards,/wiki/30th_Tony_Awards,False,Peter Wood,https://en.wikipedia.org/wiki/Peter_Wood_(director),Travesties,https://en.wikipedia.org/wiki/Travesties
1976,30th Tony Awards,/wiki/30th_Tony_Awards,False,Marshall W. Mason,https://en.wikipedia.org/wiki/Marshall_W._Mason,Knock Knock,https://en.wikipedia.org/wiki/Knock_Knock_(play)
1976,30th Tony Awards,/wiki/30th_Tony_Awards,True,Ellis Rabb,https://en.wikipedia.org/wiki/Ellis_Rabb,The Royal Family,https://en.wikipedia.org/wiki/The_Royal_Family_(play)
1976,30th Tony Awards,/wiki/30th_Tony_Awards,False,Arvin Brown,https://en.wikipedia.org/wiki/Arvin_Brown,"Ah, Wilderness!","https://en.wikipedia.org/wiki/Ah,_Wilderness!"
1977,31st Tony Awards,/wiki/31st_Tony_Awards,True,Gordon Davidson,https://en.wikipedia.org/wiki/Gordon_Davidson_(director),The Shadow Box,https://en.wikipedia.org/wiki/The_Shadow_Box
1977,31st Tony Awards,/wiki/31st_Tony_Awards,False,Ulu Grosbard,https://en.wikipedia.org/wiki/Ulu_Grosbard,American Buffalo,https://en.wikipedia.org/wiki/American_Buffalo_(play)
1977,31st Tony Awards,/wiki/31st_Tony_Awards,False,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,Comedians,https://en.wikipedia.org/wiki/Comedians_(play)
1977,31st Tony Awards,/wiki/31st_Tony_Awards,False,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,Streamers,https://en.wikipedia.org/wiki/Streamers_(play)
1978,32nd Tony Awards,/wiki/32nd_Tony_Awards,False,Dennis Rosa,,Dracula,https://en.wikipedia.org/wiki/Dracula
1978,32nd Tony Awards,/wiki/32nd_Tony_Awards,False,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,The Gin Game,https://en.wikipedia.org/wiki/The_Gin_Game
1978,32nd Tony Awards,/wiki/32nd_Tony_Awards,True,Melvin Bernhardt,https://en.wikipedia.org/wiki/Melvin_Bernhardt,Da,https://en.wikipedia.org/wiki/Da_(play)
1978,32nd Tony Awards,/wiki/32nd_Tony_Awards,False,Robert Moore,https://en.wikipedia.org/wiki/Robert_Moore_(director),Deathtrap,https://en.wikipedia.org/wiki/Deathtrap_(play)
1979,33rd Tony Awards,/wiki/33rd_Tony_Awards,True,Jack Hofsiss,https://en.wikipedia.org/wiki/Jack_Hofsiss,The Elephant Man,https://en.wikipedia.org/wiki/The_Elephant_Man_(play)
1979,33rd Tony Awards,/wiki/33rd_Tony_Awards,False,Alan AyckbournandPeter Hall,https://en.wikipedia.org/wiki/Alan_Ayckbourn,Bedroom Farce,https://en.wikipedia.org/wiki/Bedroom_Farce
1979,33rd Tony Awards,/wiki/33rd_Tony_Awards,False,Paul Giovanni,https://en.wikipedia.org/wiki/Paul_Giovanni,The Crucifer of Blood,https://en.wikipedia.org/wiki/The_Crucifer_of_Blood
1979,33rd Tony Awards,/wiki/33rd_Tony_Awards,False,Michael Lindsay-Hogg,https://en.wikipedia.org/wiki/Michael_Lindsay-Hogg,Whose Life Is It Anyway?,https://en.wikipedia.org/wiki/Whose_Life_Is_It_Anyway%3F_(play)
1980,34th Tony Awards,/wiki/34th_Tony_Awards,True,Vivian Matalon,https://en.wikipedia.org/wiki/Vivian_Matalon,Morning's at Seven,https://en.wikipedia.org/wiki/Morning%27s_at_Seven
1980,34th Tony Awards,/wiki/34th_Tony_Awards,False,Gordon Davidson,https://en.wikipedia.org/wiki/Gordon_Davidson_(director),Children of a Lesser God,https://en.wikipedia.org/wiki/Children_of_a_Lesser_God_(play)
1980,34th Tony Awards,/wiki/34th_Tony_Awards,False,Peter Hall,https://en.wikipedia.org/wiki/Peter_Hall_(director),Betrayal,https://en.wikipedia.org/wiki/Betrayal_(play)
1980,34th Tony Awards,/wiki/34th_Tony_Awards,False,Marshall W. Mason,https://en.wikipedia.org/wiki/Marshall_W._Mason,Talley's Folly,https://en.wikipedia.org/wiki/Talley%27s_Folly
1981,35th Tony Awards,/wiki/35th_Tony_Awards,True,Peter Hall,https://en.wikipedia.org/wiki/Peter_Hall_(director),Amadeus,https://en.wikipedia.org/wiki/Amadeus_(play)
1981,35th Tony Awards,/wiki/35th_Tony_Awards,False,Peter Coe,https://en.wikipedia.org/wiki/Peter_Coe_(director),A Life,https://en.wikipedia.org/wiki/A_Life_(play)
1981,35th Tony Awards,/wiki/35th_Tony_Awards,False,Marshall W. Mason,https://en.wikipedia.org/wiki/Marshall_W._Mason,Fifth of July,https://en.wikipedia.org/wiki/Fifth_of_July
1981,35th Tony Awards,/wiki/35th_Tony_Awards,False,Austin Pendleton,https://en.wikipedia.org/wiki/Austin_Pendleton,The Little Foxes,https://en.wikipedia.org/wiki/The_Little_Foxes
1982,36th Tony Awards,/wiki/36th_Tony_Awards,False,Athol Fugard,https://en.wikipedia.org/wiki/Athol_Fugard,"""Master Harold""...and the Boys",https://en.wikipedia.org/wiki/%22Master_Harold%22...and_the_Boys
1982,36th Tony Awards,/wiki/36th_Tony_Awards,False,Geraldine Fitzgerald,https://en.wikipedia.org/wiki/Geraldine_Fitzgerald,Mass Appeal,https://en.wikipedia.org/wiki/Mass_Appeal_(play)
1982,36th Tony Awards,/wiki/36th_Tony_Awards,True,John CairdandTrevor Nunn,https://en.wikipedia.org/wiki/John_Caird_(director),The Life and Adventures of Nicholas Nickleby,https://en.wikipedia.org/wiki/The_Life_and_Adventures_of_Nicholas_Nickleby_(play)
1982,36th Tony Awards,/wiki/36th_Tony_Awards,False,Melvin Bernhardt,https://en.wikipedia.org/wiki/Melvin_Bernhardt,Crimes of the Heart,https://en.wikipedia.org/wiki/Crimes_of_the_Heart
1983,37th Tony Awards,/wiki/37th_Tony_Awards,True,Gene Saks,https://en.wikipedia.org/wiki/Gene_Saks,Brighton Beach Memoirs,https://en.wikipedia.org/wiki/Brighton_Beach_Memoirs
1983,37th Tony Awards,/wiki/37th_Tony_Awards,False,Marshall W. Mason,https://en.wikipedia.org/wiki/Marshall_W._Mason,Angels Fall,https://en.wikipedia.org/wiki/Angels_Fall
1983,37th Tony Awards,/wiki/37th_Tony_Awards,False,Tom Moore,https://en.wikipedia.org/wiki/Tom_Moore_(director),"'Night, Mother","https://en.wikipedia.org/wiki/%27Night,_Mother"
1983,37th Tony Awards,/wiki/37th_Tony_Awards,False,Trevor Nunn,https://en.wikipedia.org/wiki/Trevor_Nunn,All's Well That Ends Well,https://en.wikipedia.org/wiki/All%27s_Well_That_Ends_Well
1984,38th Tony Awards,/wiki/38th_Tony_Awards,True,Mike Nichols,https://en.wikipedia.org/wiki/Mike_Nichols,The Real Thing,https://en.wikipedia.org/wiki/The_Real_Thing_(play)
1984,38th Tony Awards,/wiki/38th_Tony_Awards,False,Michael Blakemore,https://en.wikipedia.org/wiki/Michael_Blakemore,Noises Off,https://en.wikipedia.org/wiki/Noises_Off
1984,38th Tony Awards,/wiki/38th_Tony_Awards,False,David Leveaux,https://en.wikipedia.org/wiki/David_Leveaux,A Moon for the Misbegotten,https://en.wikipedia.org/wiki/A_Moon_for_the_Misbegotten
1984,38th Tony Awards,/wiki/38th_Tony_Awards,False,Gregory Mosher,https://en.wikipedia.org/wiki/Gregory_Mosher,Glengarry Glen Ross,https://en.wikipedia.org/wiki/Glengarry_Glen_Ross
1985,39th Tony Awards,/wiki/39th_Tony_Awards,False,Marshall W. Mason,https://en.wikipedia.org/wiki/Marshall_W._Mason,As Is,https://en.wikipedia.org/wiki/As_Is_(play)
1985,39th Tony Awards,/wiki/39th_Tony_Awards,True,Gene Saks,https://en.wikipedia.org/wiki/Gene_Saks,Biloxi Blues,https://en.wikipedia.org/wiki/Biloxi_Blues
1985,39th Tony Awards,/wiki/39th_Tony_Awards,False,Keith Hack,,Strange Interlude,https://en.wikipedia.org/wiki/Strange_Interlude
1985,39th Tony Awards,/wiki/39th_Tony_Awards,False,Terry Hands,https://en.wikipedia.org/wiki/Terry_Hands,Much Ado About Nothing,https://en.wikipedia.org/wiki/Much_Ado_About_Nothing
1986,40th Tony Awards,/wiki/40th_Tony_Awards,False,John Tillinger,https://en.wikipedia.org/wiki/John_Tillinger,Loot,https://en.wikipedia.org/wiki/Loot_(play)
1986,40th Tony Awards,/wiki/40th_Tony_Awards,False,José Quintero,https://en.wikipedia.org/wiki/Jos%C3%A9_Quintero,The Iceman Cometh,https://en.wikipedia.org/wiki/The_Iceman_Cometh
1986,40th Tony Awards,/wiki/40th_Tony_Awards,False,Jonathan Miller,https://en.wikipedia.org/wiki/Jonathan_Miller,Long Day's Journey Into Night,https://en.wikipedia.org/wiki/Long_Day%27s_Journey_Into_Night
1986,40th Tony Awards,/wiki/40th_Tony_Awards,True,Jerry Zaks,https://en.wikipedia.org/wiki/Jerry_Zaks,The House of Blue Leaves,https://en.wikipedia.org/wiki/The_House_of_Blue_Leaves
1987,41st Tony Awards,/wiki/41st_Tony_Awards,True,Lloyd Richards,https://en.wikipedia.org/wiki/Lloyd_Richards,Fences,https://en.wikipedia.org/wiki/Fences_(play)
