year,season,season_link,winner,author,author_link,production,production_link
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,John Guare,https://en.wikipedia.org/wiki/John_Guare,Sweet Smell of Success,https://en.wikipedia.org/wiki/Sweet_Smell_of_Success_(musical)
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Catherine Johnson,https://en.wikipedia.org/wiki/Catherine_Johnson_(playwright),Mamma Mia!,https://en.wikipedia.org/wiki/Mamma_Mia!
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Richard Morris &Dick Scanlan,https://en.wikipedia.org/wiki/Dick_Scanlan,Thoroughly Modern Millie,https://en.wikipedia.org/wiki/Thoroughly_Modern_Millie_(musical)
2003,57th Tony Awards,/wiki/57th_Tony_Awards,True,Thomas Meehan&Mark O'Donnell,https://en.wikipedia.org/wiki/Thomas_Meehan_(writer),Hairspray,https://en.wikipedia.org/wiki/Hairspray_(musical)
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,David Henry Hwang,https://en.wikipedia.org/wiki/David_Henry_Hwang,Flower Drum Song,https://en.wikipedia.org/wiki/Flower_Drum_Song
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Willie Reale,https://en.wikipedia.org/wiki/Willie_Reale,A Year with Frog and Toad,https://en.wikipedia.org/wiki/A_Year_with_Frog_and_Toad
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Jeremy Sams&Didier Van Cauwelaert,https://en.wikipedia.org/wiki/Jeremy_Sams,Amour,https://en.wikipedia.org/wiki/Amour_(musical)
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Winnie Holzman,https://en.wikipedia.org/wiki/Winnie_Holzman,Wicked,https://en.wikipedia.org/wiki/Wicked_(musical)
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Tony Kushner,https://en.wikipedia.org/wiki/Tony_Kushner,"Caroline, or Change","https://en.wikipedia.org/wiki/Caroline,_or_Change"
2004,58th Tony Awards,/wiki/58th_Tony_Awards,True,Jeff Whitty,https://en.wikipedia.org/wiki/Jeff_Whitty,Avenue Q,https://en.wikipedia.org/wiki/Avenue_Q
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Nick Enright&Martin Sherman,https://en.wikipedia.org/wiki/Nick_Enright,The Boy from Oz,https://en.wikipedia.org/wiki/The_Boy_from_Oz
2005,59th Tony Awards,/wiki/59th_Tony_Awards,True,Rachel Sheinkin,,The 25th Annual Putnam County Spelling Bee,https://en.wikipedia.org/wiki/The_25th_Annual_Putnam_County_Spelling_Bee
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Eric Idle,https://en.wikipedia.org/wiki/Eric_Idle,Spamalot,https://en.wikipedia.org/wiki/Spamalot
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Jeffrey Lane,https://en.wikipedia.org/wiki/Jeffrey_Lane,Dirty Rotten Scoundrels,https://en.wikipedia.org/wiki/Dirty_Rotten_Scoundrels_(musical)
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Craig Lucas,https://en.wikipedia.org/wiki/Craig_Lucas,The Light in the Piazza,https://en.wikipedia.org/wiki/The_Light_in_the_Piazza_(musical)
2006,60th Tony Awards,/wiki/60th_Tony_Awards,True,Bob Martin&Don McKellar,https://en.wikipedia.org/wiki/Bob_Martin_(comedian),The Drowsy Chaperone,https://en.wikipedia.org/wiki/The_Drowsy_Chaperone
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Chad Beguelin&Tim Herlihy,https://en.wikipedia.org/wiki/Chad_Beguelin,The Wedding Singer,https://en.wikipedia.org/wiki/The_Wedding_Singer_(musical)
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Marshall Brickman&Rick Elice,https://en.wikipedia.org/wiki/Marshall_Brickman,Jersey Boys,https://en.wikipedia.org/wiki/Jersey_Boys
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,Marsha Norman,https://en.wikipedia.org/wiki/Marsha_Norman,The Color Purple,https://en.wikipedia.org/wiki/The_Color_Purple_(musical)
2007,61st Tony Awards,/wiki/61st_Tony_Awards,True,Steven Sater,https://en.wikipedia.org/wiki/Steven_Sater,Spring Awakening,https://en.wikipedia.org/wiki/Spring_Awakening_(musical)
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Heather Hach,https://en.wikipedia.org/wiki/Heather_Hach,Legally Blonde,https://en.wikipedia.org/wiki/Legally_Blonde_(musical)
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Rupert Holmes&Peter Stone,https://en.wikipedia.org/wiki/Rupert_Holmes,Curtains,https://en.wikipedia.org/wiki/Curtains_(musical)
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Doug Wright,https://en.wikipedia.org/wiki/Doug_Wright,Grey Gardens,https://en.wikipedia.org/wiki/Grey_Gardens_(musical)
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Thomas Meehan&Mark O'Donnell,https://en.wikipedia.org/wiki/Thomas_Meehan_(writer),Cry-Baby,https://en.wikipedia.org/wiki/Cry-Baby_(musical)
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Quiara Alegría Hudes,https://en.wikipedia.org/wiki/Quiara_Alegr%C3%ADa_Hudes,In the Heights,https://en.wikipedia.org/wiki/In_the_Heights
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,True,Stew,https://en.wikipedia.org/wiki/Stew_(musician),Passing Strange,https://en.wikipedia.org/wiki/Passing_Strange
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Douglas Carter Beane,https://en.wikipedia.org/wiki/Douglas_Carter_Beane,Xanadu,https://en.wikipedia.org/wiki/Xanadu_(musical)
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,True,Lee Hall,https://en.wikipedia.org/wiki/Lee_Hall_(playwright),Billy Elliot the Musical,https://en.wikipedia.org/wiki/Billy_Elliot_the_Musical
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Hunter Bell,https://en.wikipedia.org/wiki/Hunter_Bell,[title of show],https://en.wikipedia.org/wiki/Title_of_show
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,David Lindsay-Abaire,https://en.wikipedia.org/wiki/David_Lindsay-Abaire,Shrek the Musical,https://en.wikipedia.org/wiki/Shrek_the_Musical
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Brian Yorkey,https://en.wikipedia.org/wiki/Brian_Yorkey,Next to Normal,https://en.wikipedia.org/wiki/Next_to_Normal
2010,64th Tony Awards,/wiki/64th_Tony_Awards,True,Joe DiPietro,https://en.wikipedia.org/wiki/Joe_DiPietro,Memphis,https://en.wikipedia.org/wiki/Memphis_(musical)
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Colin Escott &Floyd Mutrux,https://en.wikipedia.org/wiki/Floyd_Mutrux,Million Dollar Quartet,https://en.wikipedia.org/wiki/Million_Dollar_Quartet_(musical)
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Bill T. Jones& Jim Lewis,https://en.wikipedia.org/wiki/Bill_T._Jones,Fela!,https://en.wikipedia.org/wiki/Fela!
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Dick Scanlan&Sherie Rene Scott,https://en.wikipedia.org/wiki/Dick_Scanlan,Everyday Rapture,https://en.wikipedia.org/wiki/Everyday_Rapture
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,David Thompson,https://en.wikipedia.org/wiki/David_Thompson_(writer),The Scottsboro Boys,https://en.wikipedia.org/wiki/The_Scottsboro_Boys_(musical)
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Alex Timbers,https://en.wikipedia.org/wiki/Alex_Timbers,Bloody Bloody Andrew Jackson,https://en.wikipedia.org/wiki/Bloody_Bloody_Andrew_Jackson
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,"Douglas Carter Beane,Bill & Cheri Steinkellner",https://en.wikipedia.org/wiki/Douglas_Carter_Beane,Sister Act,https://en.wikipedia.org/wiki/Sister_Act_(musical)
2011,65th Tony Awards,/wiki/65th_Tony_Awards,True,"Trey Parker,Robert Lopez&Matt Stone",https://en.wikipedia.org/wiki/Trey_Parker,The Book of Mormon,https://en.wikipedia.org/wiki/The_Book_of_Mormon_(musical)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,True,Enda Walsh,https://en.wikipedia.org/wiki/Enda_Walsh,Once,https://en.wikipedia.org/wiki/Once_(musical)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Douglas Carter Beane,https://en.wikipedia.org/wiki/Douglas_Carter_Beane,Lysistrata Jones,https://en.wikipedia.org/wiki/Lysistrata_Jones
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Joe DiPietro,https://en.wikipedia.org/wiki/Joe_DiPietro,Nice Work If You Can Get It,https://en.wikipedia.org/wiki/Nice_Work_If_You_Can_Get_It_(musical)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Harvey Fierstein,https://en.wikipedia.org/wiki/Harvey_Fierstein,Newsies,https://en.wikipedia.org/wiki/Newsies_(musical)
2013,67th Tony Awards,/wiki/67th_Tony_Awards,True,Dennis Kelly,https://en.wikipedia.org/wiki/Dennis_Kelly,Matilda the Musical,https://en.wikipedia.org/wiki/Matilda_the_Musical
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Douglas Carter Beane,https://en.wikipedia.org/wiki/Douglas_Carter_Beane,Rodgers and Hammerstein's Cinderella,https://en.wikipedia.org/wiki/Cinderella_(2013_Broadway_production)
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Harvey Fierstein,https://en.wikipedia.org/wiki/Harvey_Fierstein,Kinky Boots,https://en.wikipedia.org/wiki/Kinky_Boots_(musical)
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Joseph Robinette,,A Christmas Story: The Musical,https://en.wikipedia.org/wiki/A_Christmas_Story:_The_Musical
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Douglas McGrath,https://en.wikipedia.org/wiki/Douglas_McGrath,Beautiful: The Carole King Musical,https://en.wikipedia.org/wiki/Beautiful:_The_Carole_King_Musical
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Chad Beguelin,https://en.wikipedia.org/wiki/Chad_Beguelin,Aladdin,https://en.wikipedia.org/wiki/Aladdin_(2011_musical)
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Woody Allen,https://en.wikipedia.org/wiki/Woody_Allen,Bullets Over Broadway,https://en.wikipedia.org/wiki/Bullets_Over_Broadway_(musical)
2014,68th Tony Awards,/wiki/68th_Tony_Awards,True,Robert L. Freedman,https://en.wikipedia.org/wiki/Robert_L._Freedman,A Gentleman's Guide to Love and Murder,https://en.wikipedia.org/wiki/A_Gentleman%27s_Guide_to_Love_and_Murder
2015,69th Tony Awards,/wiki/69th_Tony_Awards,True,Lisa Kron,https://en.wikipedia.org/wiki/Lisa_Kron,Fun Home,https://en.wikipedia.org/wiki/Fun_Home_(musical)
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Karey Kirkpatrick&John O'Farrell,https://en.wikipedia.org/wiki/Karey_Kirkpatrick,Something Rotten!,https://en.wikipedia.org/wiki/Something_Rotten!
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Craig Lucas,https://en.wikipedia.org/wiki/Craig_Lucas,An American in Paris,https://en.wikipedia.org/wiki/An_American_in_Paris_(musical)
2015,69th Tony Awards,/wiki/69th_Tony_Awards,False,Terrence McNally,https://en.wikipedia.org/wiki/Terrence_McNally,The Visit,https://en.wikipedia.org/wiki/The_Visit_(musical)
2016,70th Tony Awards,/wiki/70th_Tony_Awards,True,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,Hamilton,https://en.wikipedia.org/wiki/Hamilton_(musical)
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Julian Fellowes,https://en.wikipedia.org/wiki/Julian_Fellowes,School of Rock,https://en.wikipedia.org/wiki/School_of_Rock_(musical)
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,Steve Martin,https://en.wikipedia.org/wiki/Steve_Martin,Bright Star,https://en.wikipedia.org/wiki/Bright_Star_(musical)
2016,70th Tony Awards,/wiki/70th_Tony_Awards,False,George C. Wolfe,https://en.wikipedia.org/wiki/George_C._Wolfe,Shuffle Along,"https://en.wikipedia.org/wiki/Shuffle_Along,_or,_the_Making_of_the_Musical_Sensation_of_1921_and_All_That_Followed"
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,David Hein&Irene Sankoff,https://en.wikipedia.org/wiki/David_Hein,Come from Away,https://en.wikipedia.org/wiki/Come_from_Away
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Danny Rubin,https://en.wikipedia.org/wiki/Danny_Rubin,Groundhog Day,https://en.wikipedia.org/wiki/Groundhog_Day_(musical)
2017,71st Tony Awards,/wiki/71st_Tony_Awards,False,Dave Malloy,https://en.wikipedia.org/wiki/Dave_Malloy,"Natasha, Pierre & The Great Comet of 1812","https://en.wikipedia.org/wiki/Natasha,_Pierre_%26_The_Great_Comet_of_1812"
2017,71st Tony Awards,/wiki/71st_Tony_Awards,True,Steven Levenson,https://en.wikipedia.org/wiki/Steven_Levenson,Dear Evan Hansen,https://en.wikipedia.org/wiki/Dear_Evan_Hansen
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,True,Itamar Moses,https://en.wikipedia.org/wiki/Itamar_Moses,The Band's Visit,https://en.wikipedia.org/wiki/The_Band%27s_Visit_(musical)
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Jennifer Lee,https://en.wikipedia.org/wiki/Jennifer_Lee_(filmmaker),Frozen,https://en.wikipedia.org/wiki/Frozen_(musical)
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Tina Fey,https://en.wikipedia.org/wiki/Tina_Fey,Mean Girls,https://en.wikipedia.org/wiki/Mean_Girls_(musical)
2018,72nd Tony Awards,/wiki/72nd_Tony_Awards,False,Kyle Jarrow,https://en.wikipedia.org/wiki/Kyle_Jarrow,SpongeBob SquarePants,https://en.wikipedia.org/wiki/SpongeBob_SquarePants_(musical)
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,True,Robert Horn,https://en.wikipedia.org/wiki/Robert_Horn_(writer),Tootsie,https://en.wikipedia.org/wiki/Tootsie_(musical)
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Dominique Morisseau,https://en.wikipedia.org/wiki/Dominique_Morisseau,Ain’t Too Proud,https://en.wikipedia.org/wiki/Ain%27t_Too_Proud_(musical)
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Scott Brown&Anthony King,https://en.wikipedia.org/wiki/Scott_Brown_(writer),Beetlejuice,https://en.wikipedia.org/wiki/Beetlejuice_(musical)
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Anaïs Mitchell,https://en.wikipedia.org/wiki/Ana%C3%AFs_Mitchell,Hadestown,https://en.wikipedia.org/wiki/Hadestown_(musical)
2019,73rd Tony Awards,/wiki/73rd_Tony_Awards,False,Chad Beguelin&Bob Martin,https://en.wikipedia.org/wiki/Chad_Beguelin,The Prom,https://en.wikipedia.org/wiki/The_Prom_(musical)
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,John Logan,https://en.wikipedia.org/wiki/John_Logan_(writer),Moulin Rouge! The Musical,https://en.wikipedia.org/wiki/Moulin_Rouge!_(musical)
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,Diablo Cody,https://en.wikipedia.org/wiki/Diablo_Cody,Jagged Little Pill,https://en.wikipedia.org/wiki/Jagged_Little_Pill_(musical)
2020,74th Tony Awards,/wiki/74th_Tony_Awards,False,"Katori Hall, Frank Ketelaar & Kees Prins",https://en.wikipedia.org/wiki/Katori_Hall,Tina: The Tina Turner Musical,https://en.wikipedia.org/wiki/Tina_(musical)
