year,season,season_link,winner,musical,musical_link,music,music_link,lyrics,lyrics_link
1988,42nd Tony Awards,/wiki/42nd_Tony_Awards,False,Romance/Romance,https://en.wikipedia.org/wiki/Romance/Romance,Keith Herrmann,,Barry Harman,
1990,44th Tony Awards,/wiki/44th_Tony_Awards,False,Grand Hotel,https://en.wikipedia.org/wiki/Grand_Hotel_(musical),"Chet Forrest,Bob Wright&Maury Yeston",https://en.wikipedia.org/wiki/George_Forrest_(author),"Chet Forrest,Bob Wright&Maury Yeston",https://en.wikipedia.org/wiki/George_Forrest_(author)
1990,44th Tony Awards,/wiki/44th_Tony_Awards,False,Meet Me in St. Louis,https://en.wikipedia.org/wiki/Meet_Me_in_St._Louis_(musical),Ralph Blane&Hugh Martin,https://en.wikipedia.org/wiki/Ralph_Blane,Ralph Blane&Hugh Martin,https://en.wikipedia.org/wiki/Ralph_Blane
1990,44th Tony Awards,/wiki/44th_Tony_Awards,True,City of Angels,https://en.wikipedia.org/wiki/City_of_Angels_(musical),Cy Coleman,https://en.wikipedia.org/wiki/Cy_Coleman,David Zippel,https://en.wikipedia.org/wiki/David_Zippel
1990,44th Tony Awards,/wiki/44th_Tony_Awards,False,Aspects of Love,https://en.wikipedia.org/wiki/Aspects_of_Love,Andrew Lloyd Webber,https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber,Don Black&Charles Hart,https://en.wikipedia.org/wiki/Don_Black_(lyricist)
1991,45th Tony Awards,/wiki/45th_Tony_Awards,False,Once on This Island,https://en.wikipedia.org/wiki/Once_on_This_Island,Stephen Flaherty,https://en.wikipedia.org/wiki/Stephen_Flaherty,Lynn Ahrens,https://en.wikipedia.org/wiki/Lynn_Ahrens
1991,45th Tony Awards,/wiki/45th_Tony_Awards,False,The Secret Garden,https://en.wikipedia.org/wiki/The_Secret_Garden_(musical),Lucy Simon,https://en.wikipedia.org/wiki/Lucy_Simon,Marsha Norman,https://en.wikipedia.org/wiki/Marsha_Norman
1991,45th Tony Awards,/wiki/45th_Tony_Awards,True,The Will Rogers Follies,https://en.wikipedia.org/wiki/The_Will_Rogers_Follies,Cy Coleman,https://en.wikipedia.org/wiki/Cy_Coleman,Betty Comden&Adolph Green,https://en.wikipedia.org/wiki/Betty_Comden
1991,45th Tony Awards,/wiki/45th_Tony_Awards,False,Miss Saigon,https://en.wikipedia.org/wiki/Miss_Saigon,Claude-Michel Schönberg,https://en.wikipedia.org/wiki/Claude-Michel_Sch%C3%B6nberg,Alain Boublil&Richard Maltby Jr.,https://en.wikipedia.org/wiki/Alain_Boublil
1992,46th Tony Awards,/wiki/46th_Tony_Awards,False,Nick & Nora,https://en.wikipedia.org/wiki/Nick_%26_Nora,Charles Strouse,https://en.wikipedia.org/wiki/Charles_Strouse,Richard Maltby Jr.,https://en.wikipedia.org/wiki/Richard_Maltby_Jr.
1992,46th Tony Awards,/wiki/46th_Tony_Awards,False,Metro,https://en.wikipedia.org/wiki/Metro_(musical),Janusz Stokłosa,https://en.wikipedia.org/wiki/Janusz_Stok%C5%82osa,"Agata, Maryna Miklaszewska & Mary Bracken Phillips",
1992,46th Tony Awards,/wiki/46th_Tony_Awards,False,Jelly's Last Jam,https://en.wikipedia.org/wiki/Jelly%27s_Last_Jam,Luther Henderson&Jelly Roll Morton,https://en.wikipedia.org/wiki/Luther_Henderson,Susan Birkenhead,https://en.wikipedia.org/wiki/Susan_Birkenhead
1992,46th Tony Awards,/wiki/46th_Tony_Awards,True,Falsettos,https://en.wikipedia.org/wiki/Falsettos,William Finn,https://en.wikipedia.org/wiki/William_Finn,William Finn,https://en.wikipedia.org/wiki/William_Finn
1993,47th Tony Awards,/wiki/47th_Tony_Awards,True,Kiss of the Spider Woman,https://en.wikipedia.org/wiki/Kiss_of_the_Spider_Woman_(musical),John Kander,https://en.wikipedia.org/wiki/John_Kander,Fred Ebb,https://en.wikipedia.org/wiki/Fred_Ebb
1993,47th Tony Awards,/wiki/47th_Tony_Awards,True,The Who's Tommy,https://en.wikipedia.org/wiki/The_Who%27s_Tommy,Pete Townshend,https://en.wikipedia.org/wiki/Pete_Townshend,Pete Townshend,https://en.wikipedia.org/wiki/Pete_Townshend
1993,47th Tony Awards,/wiki/47th_Tony_Awards,False,Anna Karenina,https://en.wikipedia.org/wiki/Anna_Karenina_(musical),Daniel Levine,https://en.wikipedia.org/wiki/Daniel_Levine_(composer),Peter Kellogg,https://en.wikipedia.org/wiki/Peter_Kellogg_(writer)
1993,47th Tony Awards,/wiki/47th_Tony_Awards,False,The Song of Jacob Zulu,https://en.wikipedia.org/wiki/The_Song_of_Jacob_Zulu,Ladysmith Black Mambazo,https://en.wikipedia.org/wiki/Ladysmith_Black_Mambazo,Ladysmith Black Mambazo &Tug Yourgrau,https://en.wikipedia.org/wiki/Tug_Yourgrau
1994,48th Tony Awards,/wiki/48th_Tony_Awards,True,Passion,https://en.wikipedia.org/wiki/Passion_(musical),Stephen Sondheim,https://en.wikipedia.org/wiki/Stephen_Sondheim,Stephen Sondheim,https://en.wikipedia.org/wiki/Stephen_Sondheim
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,Beauty and the Beast,https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(musical),Alan Menken,https://en.wikipedia.org/wiki/Alan_Menken,Howard Ashman&Tim Rice,https://en.wikipedia.org/wiki/Howard_Ashman
1994,48th Tony Awards,/wiki/48th_Tony_Awards,False,Cyrano: The Musical,https://en.wikipedia.org/wiki/Cyrano:_The_Musical,Ad van Dijk,,"Sheldon Harnick, Peter Reeves & Koen van Dijk",https://en.wikipedia.org/wiki/Sheldon_Harnick
1995,49th Tony Awards,/wiki/49th_Tony_Awards,True,Sunset Boulevard,https://en.wikipedia.org/wiki/Sunset_Boulevard_(musical),Andrew Lloyd Webber,https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber,Don Black&Christopher Hampton,https://en.wikipedia.org/wiki/Don_Black_(lyricist)
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,"Bring in 'da Noise, Bring in 'da Funk","https://en.wikipedia.org/wiki/Bring_in_%27da_Noise,_Bring_in_%27da_Funk","Ann Duquesnay, Zane Mark & Daryl Waters",https://en.wikipedia.org/wiki/Ann_Duquesnay,"Duquesnay, Reg E. Gaines &George C. Wolfe",https://en.wikipedia.org/wiki/George_C._Wolfe
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,State Fair,https://en.wikipedia.org/wiki/State_Fair_(musical),Richard Rodgers,https://en.wikipedia.org/wiki/Richard_Rodgers,Oscar Hammerstein II,https://en.wikipedia.org/wiki/Oscar_Hammerstein_II
1996,50th Tony Awards,/wiki/50th_Tony_Awards,True,Rent,https://en.wikipedia.org/wiki/Rent_(musical),Jonathan Larson,https://en.wikipedia.org/wiki/Jonathan_Larson,Jonathan Larson,https://en.wikipedia.org/wiki/Jonathan_Larson
1996,50th Tony Awards,/wiki/50th_Tony_Awards,False,Big: the musical,https://en.wikipedia.org/wiki/Big:_the_musical,David Shire,https://en.wikipedia.org/wiki/David_Shire,Richard Maltby Jr.,https://en.wikipedia.org/wiki/Richard_Maltby_Jr.
1997,51st Tony Awards,/wiki/51st_Tony_Awards,True,Titanic,https://en.wikipedia.org/wiki/Titanic_(musical),Maury Yeston,https://en.wikipedia.org/wiki/Maury_Yeston,Maury Yeston,https://en.wikipedia.org/wiki/Maury_Yeston
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,Juan Darién,https://en.wikipedia.org/wiki/Juan_Dari%C3%A9n:_A_Carnival_Mass_(score),Elliot Goldenthal,https://en.wikipedia.org/wiki/Elliot_Goldenthal,Elliot Goldenthal,https://en.wikipedia.org/wiki/Elliot_Goldenthal
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,The Life,https://en.wikipedia.org/wiki/The_Life_(musical),Cy Coleman,https://en.wikipedia.org/wiki/Cy_Coleman,Ira Gasman,https://en.wikipedia.org/wiki/Ira_Gasman
1997,51st Tony Awards,/wiki/51st_Tony_Awards,False,Steel Pier,https://en.wikipedia.org/wiki/Steel_Pier_(musical),John Kander,https://en.wikipedia.org/wiki/John_Kander,Fred Ebb,https://en.wikipedia.org/wiki/Fred_Ebb
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,True,Ragtime,https://en.wikipedia.org/wiki/Ragtime_(musical),Stephen Flaherty,https://en.wikipedia.org/wiki/Stephen_Flaherty,Lynn Ahrens,https://en.wikipedia.org/wiki/Lynn_Ahrens
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,The Capeman,https://en.wikipedia.org/wiki/The_Capeman,Paul Simon,https://en.wikipedia.org/wiki/Paul_Simon,Simon &Derek Walcott,https://en.wikipedia.org/wiki/Derek_Walcott
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,The Lion King,https://en.wikipedia.org/wiki/The_Lion_King_(musical),"Elton John,Lebo M.,Mark Mancina,Jay Rifkin&Hans Zimmer",https://en.wikipedia.org/wiki/Elton_John,"M., Mancina,Tim Rice, Rifkin &Julie Taymor",https://en.wikipedia.org/wiki/Tim_Rice
1998,52nd Tony Awards,/wiki/52nd_Tony_Awards,False,Side Show,https://en.wikipedia.org/wiki/Side_Show_(musical),Henry Krieger,https://en.wikipedia.org/wiki/Henry_Krieger,Bill Russell,https://en.wikipedia.org/wiki/Bill_Russell_(lyricist)
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,True,Parade,https://en.wikipedia.org/wiki/Parade_(musical),Jason Robert Brown,https://en.wikipedia.org/wiki/Jason_Robert_Brown,Jason Robert Brown,https://en.wikipedia.org/wiki/Jason_Robert_Brown
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,The Civil War,https://en.wikipedia.org/wiki/The_Civil_War_(musical),Frank Wildhorn,https://en.wikipedia.org/wiki/Frank_Wildhorn,Jack Murphy,
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Footloose,https://en.wikipedia.org/wiki/Footloose_(musical),"Eric Carmen,Sammy Hagar,Kenny Loggins,Tom Snow&Jim Steinman",https://en.wikipedia.org/wiki/Eric_Carmen,"Carmen, Hagar, Loggins,Dean Pitchford& Steinman",https://en.wikipedia.org/wiki/Dean_Pitchford
1999,53rd Tony Awards,/wiki/53rd_Tony_Awards,False,Twelfth Night,https://en.wikipedia.org/wiki/Twelfth_Night,Jeanine Tesori,https://en.wikipedia.org/wiki/Jeanine_Tesori,,
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,The Wild Party,https://en.wikipedia.org/wiki/The_Wild_Party_(LaChiusa_musical),Michael John LaChiusa,https://en.wikipedia.org/wiki/Michael_John_LaChiusa,,
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,Marie Christine,https://en.wikipedia.org/wiki/Marie_Christine,Michael John LaChiusa,https://en.wikipedia.org/wiki/Michael_John_LaChiusa,Michael John LaChiusa,https://en.wikipedia.org/wiki/Michael_John_LaChiusa
2000,54th Tony Awards,/wiki/54th_Tony_Awards,False,James Joyce's The Dead,https://en.wikipedia.org/wiki/James_Joyce%27s_The_Dead,Shaun Davey,https://en.wikipedia.org/wiki/Shaun_Davey,Davey &Richard Nelson,https://en.wikipedia.org/wiki/Richard_Nelson_(playwright)
2000,54th Tony Awards,/wiki/54th_Tony_Awards,True,Aida,https://en.wikipedia.org/wiki/Aida_(musical),Elton John,https://en.wikipedia.org/wiki/Elton_John,Tim Rice,https://en.wikipedia.org/wiki/Tim_Rice
2001,55th Tony Awards,/wiki/55th_Tony_Awards,True,The Producers,https://en.wikipedia.org/wiki/The_Producers_(musical),Mel Brooks,https://en.wikipedia.org/wiki/Mel_Brooks,Mel Brooks,https://en.wikipedia.org/wiki/Mel_Brooks
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,A Class Act,https://en.wikipedia.org/wiki/A_Class_Act,Edward Kleban,https://en.wikipedia.org/wiki/Edward_Kleban,Edward Kleban,https://en.wikipedia.org/wiki/Edward_Kleban
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,The Full Monty,https://en.wikipedia.org/wiki/The_Full_Monty_(musical),David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek
2001,55th Tony Awards,/wiki/55th_Tony_Awards,False,Jane Eyre,https://en.wikipedia.org/wiki/Jane_Eyre_(musical),Paul Gordon,https://en.wikipedia.org/wiki/Paul_Gordon_(composer),John Caird& Gordon,https://en.wikipedia.org/wiki/John_Caird_(director)
2002,56th Tony Awards,/wiki/56th_Tony_Awards,True,Urinetown,https://en.wikipedia.org/wiki/Urinetown,Mark Hollmann,https://en.wikipedia.org/wiki/Mark_Hollmann,Hollmann &Greg Kotis,https://en.wikipedia.org/wiki/Greg_Kotis
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Sweet Smell of Success,https://en.wikipedia.org/wiki/Sweet_Smell_of_Success_(musical),Marvin Hamlisch,https://en.wikipedia.org/wiki/Marvin_Hamlisch,Craig Carnelia,https://en.wikipedia.org/wiki/Craig_Carnelia
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Thoroughly Modern Millie,https://en.wikipedia.org/wiki/Thoroughly_Modern_Millie_(musical),Jeanine Tesori,https://en.wikipedia.org/wiki/Jeanine_Tesori,Dick Scanlan,https://en.wikipedia.org/wiki/Dick_Scanlan
2002,56th Tony Awards,/wiki/56th_Tony_Awards,False,Thou Shalt Not,https://en.wikipedia.org/wiki/Thou_Shalt_Not_(musical),Harry Connick Jr.,https://en.wikipedia.org/wiki/Harry_Connick_Jr.,Harry Connick Jr.,https://en.wikipedia.org/wiki/Harry_Connick_Jr.
2003,57th Tony Awards,/wiki/57th_Tony_Awards,True,Hairspray,https://en.wikipedia.org/wiki/Hairspray_(musical),Marc Shaiman,https://en.wikipedia.org/wiki/Marc_Shaiman,Shaiman &Scott Wittman,https://en.wikipedia.org/wiki/Scott_Wittman
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Amour,https://en.wikipedia.org/wiki/Amour_(musical),Michel Legrand,https://en.wikipedia.org/wiki/Michel_Legrand,Jeremy Sams&Didier Van Cauwelaert,https://en.wikipedia.org/wiki/Jeremy_Sams
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,Urban Cowboy,https://en.wikipedia.org/wiki/Urban_Cowboy_(musical),"Danny Arena,Clint Black,Jeff Blumenkrantz,Jason Robert Brown,Roger Brown, Carl L. Byrd, Pevin Byrd-Munoz,Jerry Chesnut, Tommy Conners, Tom Crain,Charlie Daniels,Taz DiGregorio,Ronnie Dunn, Fred Edwards,Skip Ewing,Wayland Holyfield, Bob Lee House,Marcus Hummon, Sara Light,Lauren Lucas,Martie Maguire, Wanda Mallette, Jim Marshall,Bob Morrison, James Hayden Nicholas, Luke Reed, Patti Ryan, Jerry Silverstein &Bob Stillman",https://en.wikipedia.org/wiki/Clint_Black,"Danny Arena,Clint Black,Jeff Blumenkrantz,Jason Robert Brown,Roger Brown, Carl L. Byrd, Pevin Byrd-Munoz,Jerry Chesnut, Tommy Conners, Tom Crain,Charlie Daniels,Taz DiGregorio,Ronnie Dunn, Fred Edwards,Skip Ewing,Wayland Holyfield, Bob Lee House,Marcus Hummon, Sara Light,Lauren Lucas,Martie Maguire, Wanda Mallette, Jim Marshall,Bob Morrison, James Hayden Nicholas, Luke Reed, Patti Ryan, Jerry Silverstein &Bob Stillman",https://en.wikipedia.org/wiki/Clint_Black
2003,57th Tony Awards,/wiki/57th_Tony_Awards,False,A Year with Frog and Toad,https://en.wikipedia.org/wiki/A_Year_with_Frog_and_Toad,Robert Reale,https://en.wikipedia.org/wiki/Robert_Reale,Willie Reale,https://en.wikipedia.org/wiki/Willie_Reale
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Wicked,https://en.wikipedia.org/wiki/Wicked_(musical),Stephen Schwartz,https://en.wikipedia.org/wiki/Stephen_Schwartz_(composer),Stephen Schwartz,https://en.wikipedia.org/wiki/Stephen_Schwartz_(composer)
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,Taboo,https://en.wikipedia.org/wiki/Taboo_(musical),Boy George,https://en.wikipedia.org/wiki/Boy_George,Boy George,https://en.wikipedia.org/wiki/Boy_George
2004,58th Tony Awards,/wiki/58th_Tony_Awards,True,Avenue Q,https://en.wikipedia.org/wiki/Avenue_Q,Robert Lopez&Jeff Marx,https://en.wikipedia.org/wiki/Robert_Lopez,Robert Lopez&Jeff Marx,https://en.wikipedia.org/wiki/Robert_Lopez
2004,58th Tony Awards,/wiki/58th_Tony_Awards,False,"Caroline, or Change","https://en.wikipedia.org/wiki/Caroline,_or_Change",Jeanine Tesori,https://en.wikipedia.org/wiki/Jeanine_Tesori,Tony Kushner,https://en.wikipedia.org/wiki/Tony_Kushner
2005,59th Tony Awards,/wiki/59th_Tony_Awards,True,The Light in the Piazza,https://en.wikipedia.org/wiki/The_Light_in_the_Piazza_(musical),Adam Guettel,https://en.wikipedia.org/wiki/Adam_Guettel,Adam Guettel,https://en.wikipedia.org/wiki/Adam_Guettel
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Dirty Rotten Scoundrels,https://en.wikipedia.org/wiki/Dirty_Rotten_Scoundrels_(musical),David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,Spamalot,https://en.wikipedia.org/wiki/Spamalot,John Du Prez&Eric Idle,https://en.wikipedia.org/wiki/John_Du_Prez,Idle,
2005,59th Tony Awards,/wiki/59th_Tony_Awards,False,The 25th Annual Putnam County Spelling Bee,https://en.wikipedia.org/wiki/The_25th_Annual_Putnam_County_Spelling_Bee,William Finn,https://en.wikipedia.org/wiki/William_Finn,William Finn,https://en.wikipedia.org/wiki/William_Finn
2006,60th Tony Awards,/wiki/60th_Tony_Awards,True,The Drowsy Chaperone,https://en.wikipedia.org/wiki/The_Drowsy_Chaperone,Lisa Lambert&Greg Morrison,https://en.wikipedia.org/wiki/Lisa_Lambert,Lisa Lambert&Greg Morrison,https://en.wikipedia.org/wiki/Lisa_Lambert
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,The Color Purple,https://en.wikipedia.org/wiki/The_Color_Purple_(musical),"Stephen Bray,Brenda Russell&Allee Willis",https://en.wikipedia.org/wiki/Stephen_Bray,"Stephen Bray,Brenda Russell&Allee Willis",https://en.wikipedia.org/wiki/Stephen_Bray
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,The Wedding Singer,https://en.wikipedia.org/wiki/The_Wedding_Singer_(musical),Matthew Sklar,https://en.wikipedia.org/wiki/Matthew_Sklar,Chad Beguelin,https://en.wikipedia.org/wiki/Chad_Beguelin
2006,60th Tony Awards,/wiki/60th_Tony_Awards,False,The Woman in White,https://en.wikipedia.org/wiki/The_Woman_in_White_(musical),Andrew Lloyd Webber,https://en.wikipedia.org/wiki/Andrew_Lloyd_Webber,David Zippel,https://en.wikipedia.org/wiki/David_Zippel
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Legally Blonde,https://en.wikipedia.org/wiki/Legally_Blonde_(musical),Nell Benjamin&Larry O'Keefe,https://en.wikipedia.org/wiki/Nell_Benjamin,Nell Benjamin&Larry O'Keefe,https://en.wikipedia.org/wiki/Nell_Benjamin
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Grey Gardens,https://en.wikipedia.org/wiki/Grey_Gardens_(musical),Scott Frankel,https://en.wikipedia.org/wiki/Scott_Frankel,Michael Korie,https://en.wikipedia.org/wiki/Michael_Korie
2007,61st Tony Awards,/wiki/61st_Tony_Awards,True,Spring Awakening,https://en.wikipedia.org/wiki/Spring_Awakening_(musical),Duncan Sheik,https://en.wikipedia.org/wiki/Duncan_Sheik,Steven Sater,https://en.wikipedia.org/wiki/Steven_Sater
2007,61st Tony Awards,/wiki/61st_Tony_Awards,False,Curtains,https://en.wikipedia.org/wiki/Curtains_(musical),John Kander,https://en.wikipedia.org/wiki/John_Kander,Fred Ebb,https://en.wikipedia.org/wiki/Fred_Ebb
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,True,In the Heights,https://en.wikipedia.org/wiki/In_the_Heights,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda,Lin-Manuel Miranda,https://en.wikipedia.org/wiki/Lin-Manuel_Miranda
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Cry-Baby,https://en.wikipedia.org/wiki/Cry-Baby_(musical),David Javerbaum&Adam Schlesinger,https://en.wikipedia.org/wiki/David_Javerbaum,David Javerbaum&Adam Schlesinger,https://en.wikipedia.org/wiki/David_Javerbaum
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,The Little Mermaid,https://en.wikipedia.org/wiki/The_Little_Mermaid_(musical),Alan Menken,https://en.wikipedia.org/wiki/Alan_Menken,Howard Ashman&Glenn Slater,https://en.wikipedia.org/wiki/Howard_Ashman
2008,62nd Tony Awards,/wiki/62nd_Tony_Awards,False,Passing Strange,https://en.wikipedia.org/wiki/Passing_Strange_(musical),Heidi Rodewald &Stew,https://en.wikipedia.org/wiki/Stew_(musician),Stew,
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,True,Next to Normal,https://en.wikipedia.org/wiki/Next_to_Normal,Tom Kitt,https://en.wikipedia.org/wiki/Tom_Kitt_(musician),Brian Yorkey,https://en.wikipedia.org/wiki/Brian_Yorkey
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Billy Elliot the Musical,https://en.wikipedia.org/wiki/Billy_Elliot_the_Musical,Elton John,https://en.wikipedia.org/wiki/Elton_John,Lee Hall,https://en.wikipedia.org/wiki/Lee_Hall_(playwright)
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,Shrek the Musical,https://en.wikipedia.org/wiki/Shrek_the_Musical,Jeanine Tesori,https://en.wikipedia.org/wiki/Jeanine_Tesori,David Lindsay-Abaire,https://en.wikipedia.org/wiki/David_Lindsay-Abaire
2009,63rd Tony Awards,/wiki/63rd_Tony_Awards,False,9 to 5,https://en.wikipedia.org/wiki/9_to_5_(musical),Dolly Parton,https://en.wikipedia.org/wiki/Dolly_Parton,Dolly Parton,https://en.wikipedia.org/wiki/Dolly_Parton
2010,64th Tony Awards,/wiki/64th_Tony_Awards,True,Memphis,https://en.wikipedia.org/wiki/Memphis_(musical),David Bryan,https://en.wikipedia.org/wiki/David_Bryan,Bryan &Joe DiPietro,https://en.wikipedia.org/wiki/Joe_DiPietro
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,The Addams Family,https://en.wikipedia.org/wiki/The_Addams_Family_(musical),Andrew Lippa,https://en.wikipedia.org/wiki/Andrew_Lippa,Andrew Lippa,https://en.wikipedia.org/wiki/Andrew_Lippa
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Enron,https://en.wikipedia.org/wiki/ENRON_(play),Adam Cork,,Lucy Prebble,https://en.wikipedia.org/wiki/Lucy_Prebble
2010,64th Tony Awards,/wiki/64th_Tony_Awards,False,Fences,https://en.wikipedia.org/wiki/Fences_(play),Branford Marsalis,https://en.wikipedia.org/wiki/Branford_Marsalis,,
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Women on the Verge of a Nervous Breakdown,https://en.wikipedia.org/wiki/Women_on_the_Verge_of_a_Nervous_Breakdown_(musical),David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek,David Yazbek,https://en.wikipedia.org/wiki/David_Yazbek
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,Sister Act,https://en.wikipedia.org/wiki/Sister_Act_(musical),Alan Menken,https://en.wikipedia.org/wiki/Alan_Menken,Glenn Slater,https://en.wikipedia.org/wiki/Glenn_Slater
2011,65th Tony Awards,/wiki/65th_Tony_Awards,True,The Book of Mormon,https://en.wikipedia.org/wiki/The_Book_of_Mormon_(musical),"Robert Lopez,Trey Parker&Matt Stone",https://en.wikipedia.org/wiki/Robert_Lopez,"Robert Lopez,Trey Parker&Matt Stone",https://en.wikipedia.org/wiki/Robert_Lopez
2011,65th Tony Awards,/wiki/65th_Tony_Awards,False,The Scottsboro Boys,https://en.wikipedia.org/wiki/The_Scottsboro_Boys_(musical),John Kander,https://en.wikipedia.org/wiki/John_Kander,Fred Ebb,https://en.wikipedia.org/wiki/Fred_Ebb
2012,66th Tony Awards,/wiki/66th_Tony_Awards,True,Newsies,https://en.wikipedia.org/wiki/Newsies_(musical),Alan Menken,https://en.wikipedia.org/wiki/Alan_Menken,Jack Feldman,https://en.wikipedia.org/wiki/Jack_Feldman_(songwriter)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Bonnie & Clyde,https://en.wikipedia.org/wiki/Bonnie_%26_Clyde_(musical),Frank Wildhorn,https://en.wikipedia.org/wiki/Frank_Wildhorn,Don Black,https://en.wikipedia.org/wiki/Don_Black_(lyricist)
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,"One Man, Two Guvnors","https://en.wikipedia.org/wiki/One_Man,_Two_Guvnors",Grant Olding,,Grant Olding,
2012,66th Tony Awards,/wiki/66th_Tony_Awards,False,Peter and the Starcatcher,https://en.wikipedia.org/wiki/Peter_and_the_Starcatcher,Wayne Barker,,Rick Elice,https://en.wikipedia.org/wiki/Rick_Elice
2013,67th Tony Awards,/wiki/67th_Tony_Awards,True,Kinky Boots,https://en.wikipedia.org/wiki/Kinky_Boots_(musical),Cyndi Lauper,https://en.wikipedia.org/wiki/Cyndi_Lauper,Cyndi Lauper,https://en.wikipedia.org/wiki/Cyndi_Lauper
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,A Christmas Story: The Musical,https://en.wikipedia.org/wiki/A_Christmas_Story:_The_Musical,Pasek & Paul,https://en.wikipedia.org/wiki/Pasek_and_Paul,Pasek & Paul,https://en.wikipedia.org/wiki/Pasek_and_Paul
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Matilda the Musical,https://en.wikipedia.org/wiki/Matilda_the_Musical,Tim Minchin,https://en.wikipedia.org/wiki/Tim_Minchin,Tim Minchin,https://en.wikipedia.org/wiki/Tim_Minchin
2013,67th Tony Awards,/wiki/67th_Tony_Awards,False,Hands on a Hardbody,https://en.wikipedia.org/wiki/Hands_on_a_Hardbody_(musical),Trey Anastasio&Amanda Green,https://en.wikipedia.org/wiki/Trey_Anastasio,Green,
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,A Gentleman's Guide to Love and Murder,https://en.wikipedia.org/wiki/A_Gentleman%27s_Guide_to_Love_and_Murder,Steven Lutvak,https://en.wikipedia.org/wiki/Steven_Lutvak,Robert L. Freedman& Lutvak,https://en.wikipedia.org/wiki/Robert_L._Freedman
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,If/Then,https://en.wikipedia.org/wiki/If/Then,Tom Kitt,https://en.wikipedia.org/wiki/Tom_Kitt_(musician),Brian Yorkey,https://en.wikipedia.org/wiki/Brian_Yorkey
2014,68th Tony Awards,/wiki/68th_Tony_Awards,False,Aladdin,https://en.wikipedia.org/wiki/Aladdin_(2011_musical),Alan Menken,https://en.wikipedia.org/wiki/Alan_Menken,"Howard Ashman,Chad Beguelin&Tim Rice",https://en.wikipedia.org/wiki/Howard_Ashman
2014,68th Tony Awards,/wiki/68th_Tony_Awards,True,The Bridges of Madison County,https://en.wikipedia.org/wiki/The_Bridges_of_Madison_County_(musical),Jason Robert Brown,https://en.wikipedia.org/wiki/Jason_Robert_Brown,Jason Robert Brown,https://en.wikipedia.org/wiki/Jason_Robert_Brown
