year,season,season_link,winner,actress,actress_link,musical,musical_link,character,character_link
1960,14th Tony Awards,/wiki/14th_Tony_Awards,False,"Lauri Petersand Kathy Dunn, Evanna Lien, Mary Susan Locke, Marilyn Robers, William Snowden and Joseph Stewart",https://en.wikipedia.org/wiki/Lauri_Peters,The Sound of Music,,Liesl von Trappand the other six von Trapp children,https://en.wikipedia.org/wiki/Agathe_von_Trapp
1961,15th Tony Awards,/wiki/15th_Tony_Awards,False,Nancy Dussault,https://en.wikipedia.org/wiki/Nancy_Dussault,Do Re Mi,https://en.wikipedia.org/wiki/Do_Re_Mi_(musical),Tilda Mullen,
1961,15th Tony Awards,/wiki/15th_Tony_Awards,False,Chita Rivera,https://en.wikipedia.org/wiki/Chita_Rivera,Bye Bye Birdie,https://en.wikipedia.org/wiki/Bye_Bye_Birdie_(musical),Rosie Alvarez,
1961,15th Tony Awards,/wiki/15th_Tony_Awards,True,Tammy Grimes,https://en.wikipedia.org/wiki/Tammy_Grimes,The Unsinkable Molly Brown,https://en.wikipedia.org/wiki/The_Unsinkable_Molly_Brown_(musical),Molly Tobin,https://en.wikipedia.org/wiki/Margaret_Brown
1962,16th Tony Awards,/wiki/16th_Tony_Awards,True,Phyllis Newman,https://en.wikipedia.org/wiki/Phyllis_Newman,Subways Are for Sleeping,https://en.wikipedia.org/wiki/Subways_Are_for_Sleeping,Martha Vail,
1962,16th Tony Awards,/wiki/16th_Tony_Awards,False,Elizabeth Allen,https://en.wikipedia.org/wiki/Elizabeth_Allen_(actress),The Gay Life,https://en.wikipedia.org/wiki/The_Gay_Life,Magda,
1962,16th Tony Awards,/wiki/16th_Tony_Awards,False,Barbara Harris,https://en.wikipedia.org/wiki/Barbara_Harris_(actress),From the Second City,,Various Characters,
1962,16th Tony Awards,/wiki/16th_Tony_Awards,False,Barbra Streisand,https://en.wikipedia.org/wiki/Barbra_Streisand,I Can Get It for You Wholesale,https://en.wikipedia.org/wiki/I_Can_Get_It_for_You_Wholesale,Miss Marmelstein,
1963,17th Tony Awards,/wiki/17th_Tony_Awards,True,Anna Quayle,https://en.wikipedia.org/wiki/Anna_Quayle,Stop the World – I Want to Get Off,https://en.wikipedia.org/wiki/Stop_the_World_%E2%80%93_I_Want_to_Get_Off,Evie / Anya / Ilse / Ginnie,
1963,17th Tony Awards,/wiki/17th_Tony_Awards,False,Ruth Kobart,https://en.wikipedia.org/wiki/Ruth_Kobart,A Funny Thing Happened on the Way to the Forum,https://en.wikipedia.org/wiki/A_Funny_Thing_Happened_on_the_Way_to_the_Forum,Domina,
1963,17th Tony Awards,/wiki/17th_Tony_Awards,False,Virginia Martin,https://en.wikipedia.org/wiki/Virginia_Martin,Little Me,https://en.wikipedia.org/wiki/Little_Me_(musical),Young Belle Poitrine,
