year,season,season_link,winner,choreographer,choreographer_link,production,production_link
1958,12th Tony Awards,/wiki/12th_Tony_Awards,False,Bob Fosse,https://en.wikipedia.org/wiki/Bob_Fosse,New Girl in Town,https://en.wikipedia.org/wiki/New_Girl_in_Town
1958,12th Tony Awards,/wiki/12th_Tony_Awards,False,Onna White,https://en.wikipedia.org/wiki/Onna_White,The Music Man,https://en.wikipedia.org/wiki/The_Music_Man
1959,13th Tony Awards,/wiki/13th_Tony_Awards,True,Bob Fosse,https://en.wikipedia.org/wiki/Bob_Fosse,Redhead,https://en.wikipedia.org/wiki/Redhead_(musical)
1959,13th Tony Awards,/wiki/13th_Tony_Awards,False,Agnes de Mille,https://en.wikipedia.org/wiki/Agnes_de_Mille,Goldilocks,https://en.wikipedia.org/wiki/Goldilocks_(musical)
1959,13th Tony Awards,/wiki/13th_Tony_Awards,False,Carol Haney,https://en.wikipedia.org/wiki/Carol_Haney,Flower Drum Song,https://en.wikipedia.org/wiki/Flower_Drum_Song
1959,13th Tony Awards,/wiki/13th_Tony_Awards,False,Onna White,https://en.wikipedia.org/wiki/Onna_White,Whoop-Up,https://en.wikipedia.org/wiki/Whoop-Up
1960,14th Tony Awards,/wiki/14th_Tony_Awards,False,Lee Scot,,Happy Town,https://en.wikipedia.org/wiki/Happy_Town_(musical)
1960,14th Tony Awards,/wiki/14th_Tony_Awards,True,Michael Kidd,https://en.wikipedia.org/wiki/Michael_Kidd,Destry Rides Again,https://en.wikipedia.org/wiki/Destry_Rides_Again_(musical)
1960,14th Tony Awards,/wiki/14th_Tony_Awards,False,Peter Gennaro,https://en.wikipedia.org/wiki/Peter_Gennaro,Fiorello!,https://en.wikipedia.org/wiki/Fiorello!
1960,14th Tony Awards,/wiki/14th_Tony_Awards,False,Joe Layton,https://en.wikipedia.org/wiki/Joe_Layton,Greenwillow,https://en.wikipedia.org/wiki/Greenwillow
1960,14th Tony Awards,/wiki/14th_Tony_Awards,False,Onna White,https://en.wikipedia.org/wiki/Onna_White,Take Me Along,https://en.wikipedia.org/wiki/Take_Me_Along
1961,15th Tony Awards,/wiki/15th_Tony_Awards,False,Onna White,https://en.wikipedia.org/wiki/Onna_White,Irma La Douce,https://en.wikipedia.org/wiki/Irma_La_Douce_(musical)
1961,15th Tony Awards,/wiki/15th_Tony_Awards,True,Gower Champion,https://en.wikipedia.org/wiki/Gower_Champion,Bye Bye Birdie,https://en.wikipedia.org/wiki/Bye_Bye_Birdie
1962,16th Tony Awards,/wiki/16th_Tony_Awards,True,Agnes de Mille,https://en.wikipedia.org/wiki/Agnes_de_Mille,Kwamina,https://en.wikipedia.org/wiki/Kwamina
1962,16th Tony Awards,/wiki/16th_Tony_Awards,True,Joe Layton,https://en.wikipedia.org/wiki/Joe_Layton,No Strings,https://en.wikipedia.org/wiki/No_Strings
1962,16th Tony Awards,/wiki/16th_Tony_Awards,False,Michael Kidd,https://en.wikipedia.org/wiki/Michael_Kidd,Subways Are for Sleeping,https://en.wikipedia.org/wiki/Subways_Are_for_Sleeping
1962,16th Tony Awards,/wiki/16th_Tony_Awards,False,Dania Krupska,https://en.wikipedia.org/wiki/Dania_Krupska,The Happiest Girl in the World,https://en.wikipedia.org/wiki/The_Happiest_Girl_in_the_World
1963,17th Tony Awards,/wiki/17th_Tony_Awards,True,Bob Fosse,https://en.wikipedia.org/wiki/Bob_Fosse,Little Me,https://en.wikipedia.org/wiki/Little_Me_(musical)
1963,17th Tony Awards,/wiki/17th_Tony_Awards,False,Carol Haney,https://en.wikipedia.org/wiki/Carol_Haney,Bravo Giovanni,https://en.wikipedia.org/wiki/Bravo_Giovanni
1964,18th Tony Awards,/wiki/18th_Tony_Awards,False,Herbert Ross,https://en.wikipedia.org/wiki/Herbert_Ross,Anyone Can Whistle,https://en.wikipedia.org/wiki/Anyone_Can_Whistle
1964,18th Tony Awards,/wiki/18th_Tony_Awards,False,Carol Haney,https://en.wikipedia.org/wiki/Carol_Haney,Funny Girl,https://en.wikipedia.org/wiki/Funny_Girl_(musical)
1964,18th Tony Awards,/wiki/18th_Tony_Awards,False,Danny Daniels,https://en.wikipedia.org/wiki/Danny_Daniels,High Spirits,https://en.wikipedia.org/wiki/High_Spirits_(musical)
1964,18th Tony Awards,/wiki/18th_Tony_Awards,True,Gower Champion,https://en.wikipedia.org/wiki/Gower_Champion,"Hello, Dolly!","https://en.wikipedia.org/wiki/Hello,_Dolly!_(musical)"
1965,19th Tony Awards,/wiki/19th_Tony_Awards,True,Jerome Robbins,https://en.wikipedia.org/wiki/Jerome_Robbins,Fiddler on the Roof,https://en.wikipedia.org/wiki/Fiddler_on_the_Roof
1965,19th Tony Awards,/wiki/19th_Tony_Awards,False,Peter Gennaro,https://en.wikipedia.org/wiki/Peter_Gennaro,Bajour,https://en.wikipedia.org/wiki/Bajour_(musical)
1965,19th Tony Awards,/wiki/19th_Tony_Awards,False,Donald McKayle,https://en.wikipedia.org/wiki/Donald_McKayle,Golden Boy,https://en.wikipedia.org/wiki/Golden_Boy_(musical)
1965,19th Tony Awards,/wiki/19th_Tony_Awards,False,Onna White,https://en.wikipedia.org/wiki/Onna_White,Half a Sixpence,https://en.wikipedia.org/wiki/Half_a_Sixpence
1966,20th Tony Awards,/wiki/20th_Tony_Awards,False,Onna White,https://en.wikipedia.org/wiki/Onna_White,Mame,https://en.wikipedia.org/wiki/Mame_(musical)
1966,20th Tony Awards,/wiki/20th_Tony_Awards,False,Michael Kidd,https://en.wikipedia.org/wiki/Michael_Kidd,Skyscraper,https://en.wikipedia.org/wiki/Skyscraper_(musical)
1966,20th Tony Awards,/wiki/20th_Tony_Awards,False,Jack Cole,https://en.wikipedia.org/wiki/Jack_Cole_(choreographer),Man of La Mancha,https://en.wikipedia.org/wiki/Man_of_La_Mancha
1966,20th Tony Awards,/wiki/20th_Tony_Awards,True,Bob Fosse,https://en.wikipedia.org/wiki/Bob_Fosse,Sweet Charity,https://en.wikipedia.org/wiki/Sweet_Charity
1967,21st Tony Awards,/wiki/21st_Tony_Awards,True,Ron Field,https://en.wikipedia.org/wiki/Ron_Field,Cabaret,https://en.wikipedia.org/wiki/Cabaret_(musical)
1967,21st Tony Awards,/wiki/21st_Tony_Awards,False,Michael Bennett,https://en.wikipedia.org/wiki/Michael_Bennett_(theater),A Joyful Noise,https://en.wikipedia.org/wiki/A_Joyful_Noise
1967,21st Tony Awards,/wiki/21st_Tony_Awards,False,Danny Daniels,https://en.wikipedia.org/wiki/Danny_Daniels,Annie Get Your Gun,https://en.wikipedia.org/wiki/Annie_Get_Your_Gun_(musical)
1967,21st Tony Awards,/wiki/21st_Tony_Awards,False,Danny Daniels,https://en.wikipedia.org/wiki/Danny_Daniels,Walking Happy,https://en.wikipedia.org/wiki/Walking_Happy
1967,21st Tony Awards,/wiki/21st_Tony_Awards,False,Lee Theodore,https://en.wikipedia.org/wiki/Lee_Theodore,The Apple Tree,https://en.wikipedia.org/wiki/The_Apple_Tree
1968,22nd Tony Awards,/wiki/22nd_Tony_Awards,False,Onna White,https://en.wikipedia.org/wiki/Onna_White,Illya Darling,https://en.wikipedia.org/wiki/Illya_Darling
1968,22nd Tony Awards,/wiki/22nd_Tony_Awards,True,Gower Champion,https://en.wikipedia.org/wiki/Gower_Champion,The Happy Time,https://en.wikipedia.org/wiki/The_Happy_Time_(musical)
1968,22nd Tony Awards,/wiki/22nd_Tony_Awards,False,Michael Bennett,https://en.wikipedia.org/wiki/Michael_Bennett_(theater),"Henry, Sweet Henry","https://en.wikipedia.org/wiki/Henry,_Sweet_Henry"
1968,22nd Tony Awards,/wiki/22nd_Tony_Awards,False,Kevin Carlisle,,"Hallelujah, Baby!","https://en.wikipedia.org/wiki/Hallelujah,_Baby!"
1969,23rd Tony Awards,/wiki/23rd_Tony_Awards,False,Michael Bennett,https://en.wikipedia.org/wiki/Michael_Bennett_(theater),"Promises, Promises","https://en.wikipedia.org/wiki/Promises,_Promises_(musical)"
1969,23rd Tony Awards,/wiki/23rd_Tony_Awards,False,Ron Field,https://en.wikipedia.org/wiki/Ron_Field,Zorba,https://en.wikipedia.org/wiki/Zorba_(musical)
1969,23rd Tony Awards,/wiki/23rd_Tony_Awards,True,Joe Layton,https://en.wikipedia.org/wiki/Joe_Layton,George M!,https://en.wikipedia.org/wiki/George_M!
1969,23rd Tony Awards,/wiki/23rd_Tony_Awards,False,Sammy Bayes,,Canterbury Tales,https://en.wikipedia.org/wiki/Canterbury_Tales_(musical)
1970,24th Tony Awards,/wiki/24th_Tony_Awards,False,Louis Johnson,,Purlie,https://en.wikipedia.org/wiki/Purlie
1970,24th Tony Awards,/wiki/24th_Tony_Awards,False,Grover Dale,https://en.wikipedia.org/wiki/Grover_Dale,Billy,https://en.wikipedia.org/wiki/Billy_(musical)
1970,24th Tony Awards,/wiki/24th_Tony_Awards,False,Michael Bennett,https://en.wikipedia.org/wiki/Michael_Bennett_(theater),Coco,https://en.wikipedia.org/wiki/Coco_(musical)
1970,24th Tony Awards,/wiki/24th_Tony_Awards,True,Ron Field,https://en.wikipedia.org/wiki/Ron_Field,Applause,https://en.wikipedia.org/wiki/Applause_(musical)
1971,25th Tony Awards,/wiki/25th_Tony_Awards,True,Donald Saddler,https://en.wikipedia.org/wiki/Donald_Saddler,"No, No, Nanette","https://en.wikipedia.org/wiki/No,_No,_Nanette"
1971,25th Tony Awards,/wiki/25th_Tony_Awards,False,Michael Bennett,https://en.wikipedia.org/wiki/Michael_Bennett_(theater),Company,https://en.wikipedia.org/wiki/Company_(musical)
1971,25th Tony Awards,/wiki/25th_Tony_Awards,False,Michael Kidd,https://en.wikipedia.org/wiki/Michael_Kidd,The Rothschilds,https://en.wikipedia.org/wiki/The_Rothschilds_(musical)
1972,26th Tony Awards,/wiki/26th_Tony_Awards,True,Michael Bennett,https://en.wikipedia.org/wiki/Michael_Bennett_(theater),Follies,https://en.wikipedia.org/wiki/Follies
1972,26th Tony Awards,/wiki/26th_Tony_Awards,False,Patricia Birch,https://en.wikipedia.org/wiki/Patricia_Birch,Grease,https://en.wikipedia.org/wiki/Grease_(musical)
1972,26th Tony Awards,/wiki/26th_Tony_Awards,False,Jean Erdman,https://en.wikipedia.org/wiki/Jean_Erdman,Two Gentlemen of Verona,https://en.wikipedia.org/wiki/Two_Gentlemen_of_Verona_(musical)
1973,27th Tony Awards,/wiki/27th_Tony_Awards,False,Donald Saddler,https://en.wikipedia.org/wiki/Donald_Saddler,Much Ado About Nothing,https://en.wikipedia.org/wiki/Much_Ado_About_Nothing
1973,27th Tony Awards,/wiki/27th_Tony_Awards,False,Peter Gennaro,https://en.wikipedia.org/wiki/Peter_Gennaro,Irene,https://en.wikipedia.org/wiki/Irene_(musical)
1973,27th Tony Awards,/wiki/27th_Tony_Awards,True,Bob Fosse,https://en.wikipedia.org/wiki/Bob_Fosse,Pippin,https://en.wikipedia.org/wiki/Pippin_(musical)
1973,27th Tony Awards,/wiki/27th_Tony_Awards,False,Gower Champion,https://en.wikipedia.org/wiki/Gower_Champion,Sugar,https://en.wikipedia.org/wiki/Sugar_(musical)
1974,28th Tony Awards,/wiki/28th_Tony_Awards,True,Michael Bennett,https://en.wikipedia.org/wiki/Michael_Bennett_(theater),Seesaw,https://en.wikipedia.org/wiki/Seesaw_(musical)
1974,28th Tony Awards,/wiki/28th_Tony_Awards,False,Patricia Birch,https://en.wikipedia.org/wiki/Patricia_Birch,Over Here!,https://en.wikipedia.org/wiki/Over_Here!
1974,28th Tony Awards,/wiki/28th_Tony_Awards,False,Donald McKayle,https://en.wikipedia.org/wiki/Donald_McKayle,Raisin,https://en.wikipedia.org/wiki/Raisin_(musical)
1975,29th Tony Awards,/wiki/29th_Tony_Awards,False,Margo Sappington,https://en.wikipedia.org/wiki/Margo_Sappington,Where's Charley?,https://en.wikipedia.org/wiki/Where%27s_Charley%3F
1975,29th Tony Awards,/wiki/29th_Tony_Awards,False,Joel Zwick,https://en.wikipedia.org/wiki/Joel_Zwick,Dance with Me,https://en.wikipedia.org/wiki/Dance_with_Me_(musical)
1975,29th Tony Awards,/wiki/29th_Tony_Awards,False,Robert Tucker,,Shenandoah,https://en.wikipedia.org/wiki/Shenandoah_(musical)
1975,29th Tony Awards,/wiki/29th_Tony_Awards,False,Donald McKayle,https://en.wikipedia.org/wiki/Donald_McKayle,Doctor Jazz,https://en.wikipedia.org/wiki/Doctor_Jazz
1975,29th Tony Awards,/wiki/29th_Tony_Awards,True,George Faison,https://en.wikipedia.org/wiki/George_Faison,The Wiz,https://en.wikipedia.org/wiki/The_Wiz
1975,29th Tony Awards,/wiki/29th_Tony_Awards,False,Gower Champion,https://en.wikipedia.org/wiki/Gower_Champion,Mack and Mabel,https://en.wikipedia.org/wiki/Mack_and_Mabel
1976,30th Tony Awards,/wiki/30th_Tony_Awards,True,Bob AvianandMichael Bennett,https://en.wikipedia.org/wiki/Bob_Avian,A Chorus Line,https://en.wikipedia.org/wiki/A_Chorus_Line
1976,30th Tony Awards,/wiki/30th_Tony_Awards,False,Patricia Birch,https://en.wikipedia.org/wiki/Patricia_Birch,Pacific Overtures,https://en.wikipedia.org/wiki/Pacific_Overtures
1976,30th Tony Awards,/wiki/30th_Tony_Awards,False,Bob Fosse,https://en.wikipedia.org/wiki/Bob_Fosse,Chicago,https://en.wikipedia.org/wiki/Chicago_(musical)
1976,30th Tony Awards,/wiki/30th_Tony_Awards,False,Billy Wilson,,Bubbling Brown Sugar,https://en.wikipedia.org/wiki/Bubbling_Brown_Sugar
1977,31st Tony Awards,/wiki/31st_Tony_Awards,False,Onna White,https://en.wikipedia.org/wiki/Onna_White,I Love My Wife,https://en.wikipedia.org/wiki/I_Love_My_Wife
1977,31st Tony Awards,/wiki/31st_Tony_Awards,True,Peter Gennaro,https://en.wikipedia.org/wiki/Peter_Gennaro,Annie,https://en.wikipedia.org/wiki/Annie_(musical)
1977,31st Tony Awards,/wiki/31st_Tony_Awards,False,Talley Beatty,https://en.wikipedia.org/wiki/Talley_Beatty,Your Arms Too Short to Box with God,https://en.wikipedia.org/wiki/Your_Arms_Too_Short_to_Box_with_God
1977,31st Tony Awards,/wiki/31st_Tony_Awards,False,Patricia Birch,https://en.wikipedia.org/wiki/Patricia_Birch,Music Is,https://en.wikipedia.org/wiki/Music_Is
1978,32nd Tony Awards,/wiki/32nd_Tony_Awards,False,Ron Lewis,,The Act,https://en.wikipedia.org/wiki/The_Act_(musical)
1978,32nd Tony Awards,/wiki/32nd_Tony_Awards,False,Elizabeth Swados,https://en.wikipedia.org/wiki/Elizabeth_Swados,Runaways,https://en.wikipedia.org/wiki/Runaways_(musical)
1978,32nd Tony Awards,/wiki/32nd_Tony_Awards,True,Bob Fosse,https://en.wikipedia.org/wiki/Bob_Fosse,Dancin',https://en.wikipedia.org/wiki/Dancin%27
1978,32nd Tony Awards,/wiki/32nd_Tony_Awards,False,Arthur Faria,,Ain't Misbehavin',https://en.wikipedia.org/wiki/Ain%27t_Misbehavin%27_(musical)
1979,33rd Tony Awards,/wiki/33rd_Tony_Awards,False,Tommy Tune,https://en.wikipedia.org/wiki/Tommy_Tune,The Best Little Whorehouse in Texas,https://en.wikipedia.org/wiki/The_Best_Little_Whorehouse_in_Texas
